url,exchange,preference,class,type
yellowsprings.gov,athensvt-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,atkinson-nh-gov.mx3-na.mailanyone.net.,30,IN,MX
yellowsprings.gov,atkinson-nh-gov.mx1-na.mailanyone.net.,10,IN,MX
yellowsprings.gov,atkinson-nh-gov.mx2-na.mailanyone.net.,20,IN,MX
yellowsprings.gov,mxa-003fa601.gslb.pphosted.com.,0,IN,MX
yellowsprings.gov,mxb-003fa601.gslb.pphosted.com.,0,IN,MX
yellowsprings.gov,d198042b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,d198042a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,atticain-gov01e.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,d282772a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,d282772b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,aubreytx-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,auburnmaine-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,auburnmi.gov.,0,IN,MX
yellowsprings.gov,d294744a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,d294744b.ess.barracudanetworks.com.,15,IN,MX
yellowsprings.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
yellowsprings.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
yellowsprings.gov,augustaga-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,mail.augustaky.gov.,0,IN,MX
yellowsprings.gov,augustamaine-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,aultcolorado-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,AuroraMo-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,aspmx.l.google.com.,1,IN,MX
yellowsprings.gov,alt3.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt4.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt1.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,alt2.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,ausabletwp-mi.gov.,0,IN,MX
yellowsprings.gov,austellga-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,.,0,IN,MX
yellowsprings.gov,austintexas-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,.,0,IN,MX
yellowsprings.gov,mx1-us1.ppe-hosted.com.,15,IN,MX
yellowsprings.gov,mx2-us1.ppe-hosted.com.,15,IN,MX
yellowsprings.gov,mxb-00722001.gslb.pphosted.com.,10,IN,MX
yellowsprings.gov,mxa-00722001.gslb.pphosted.com.,10,IN,MX
yellowsprings.gov,avondaleestatesga-gov.mail.protection.outlook.com.,1,IN,MX
yellowsprings.gov,avonindiana-gov.mx1.arsmtp.com.,10,IN,MX
yellowsprings.gov,avonindiana-gov.mx2.arsmtp.com.,20,IN,MX
yellowsprings.gov,avonma-gov01b.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,azfhsd-gov0e.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,aztecnm-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,d220163b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,d220163a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,badenpa-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,bagleytownshipmi.gov.,0,IN,MX
yellowsprings.gov,baileysharborwi-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,bainbridgewa-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,bakercity-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,bakercitypd-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,usb-smtp-inbound-2.mimecast.com.,10,IN,MX
yellowsprings.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
yellowsprings.gov,mxa-0089e701.gslb.pphosted.com.,10,IN,MX
yellowsprings.gov,mxb-0089e701.gslb.pphosted.com.,10,IN,MX
yellowsprings.gov,mail.baltimorecity.gov.,5,IN,MX
yellowsprings.gov,banderatx-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,d301060b.ess.barracudanetworks.com.,5,IN,MX
yellowsprings.gov,d301060a.ess.barracudanetworks.com.,0,IN,MX
yellowsprings.gov,d258576a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,d258576b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,baraboowi-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,Bardstownky-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,mail2.corocota.net.,20,IN,MX
yellowsprings.gov,mail.barharbormaine.gov.,10,IN,MX
yellowsprings.gov,mail.barlingar.gov.,0,IN,MX
yellowsprings.gov,barnesvilleohio.gov.,0,IN,MX
yellowsprings.gov,barnunnwy-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,ALT1.ASPMX.L.GOOGLE.COM.,10,IN,MX
yellowsprings.gov,ALT2.ASPMX.L.GOOGLE.COM.,20,IN,MX
yellowsprings.gov,ASPMX.L.GOOGLE.COM.,0,IN,MX
yellowsprings.gov,ALT3.ASPMX.L.GOOGLE.COM.,30,IN,MX
yellowsprings.gov,ALT4.ASPMX.L.GOOGLE.COM.,40,IN,MX
yellowsprings.gov,d110686a.ess.barracudanetworks.com.,15,IN,MX
yellowsprings.gov,d110686b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,d262920a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,d262920b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,mx2.emalsrvr.com.,20,IN,MX
yellowsprings.gov,mx1.emailsrvr.com.,10,IN,MX
yellowsprings.gov,bataviail-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,mail.bataviaoh.gov.,10,IN,MX
yellowsprings.gov,bataviaoh-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,batesvillearkansas.gov.,10,IN,MX
yellowsprings.gov,battlecreekmi-gov.mail.protection.outlook.com.,10,IN,MX
yellowsprings.gov,battlefieldmo-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,baxleyga-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,baxtermn-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,bayharborislandsfl-gov04b.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,baysidewi-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,alt3.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt1.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,aspmx.l.google.com.,1,IN,MX
yellowsprings.gov,alt4.aspmx.l.google.com.,10,IN,MX
yellowsprings.gov,alt2.aspmx.l.google.com.,5,IN,MX
yellowsprings.gov,bayvilleny-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,bcutah-gov.mx2.arsmtp.com.,20,IN,MX
yellowsprings.gov,bcutah-gov.mx1.arsmtp.com.,10,IN,MX
yellowsprings.gov,host.beachhaven-nj.gov.,10,IN,MX
yellowsprings.gov,beaconny.in.tmes.trendmicro.com.,0,IN,MX
yellowsprings.gov,nospam.commonangle.com.,10,IN,MX
yellowsprings.gov,d264887a.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,d264887b.ess.barracudanetworks.com.,30,IN,MX
yellowsprings.gov,d185231a.ess.barracudanetworks.com.,99,IN,MX
yellowsprings.gov,d185231b.ess.barracudanetworks.com.,99,IN,MX
yellowsprings.gov,beaumontca-gov-1.fortimailcloud.com.,99,IN,MX
yellowsprings.gov,beaumontca-gov-2.fortimailcloud.com.,99,IN,MX
yellowsprings.gov,beaumonttexas-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,beauxartswa-gov02c.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,beavercreekohio.in.tmes.trendmicro.com.,0,IN,MX
yellowsprings.gov,mail3.beavertonoregon.gov.,10,IN,MX
yellowsprings.gov,mail4.beavertonoregon.gov.,10,IN,MX
yellowsprings.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
yellowsprings.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
yellowsprings.gov,mail.beckemeyeril.gov.,10,IN,MX
yellowsprings.gov,bedfordboroughpa-gov.mail.protection.outlook.com.,99,IN,MX
yellowsprings.gov,d316028a.ess.barracudanetworks.com.,10,IN,MX
yellowsprings.gov,d316028b.ess.barracudanetworks.com.,20,IN,MX
yellowsprings.gov,mx2.mtaroutes.com.,20,IN,MX
yellowsprings.gov,mx1.mtaroutes.com.,10,IN,MX
yellowsprings.gov,mx4.mtaroutes.com.,40,IN,MX
yellowsprings.gov,mx3.mtaroutes.com.,30,IN,MX
yellowsprings.gov,bedfordheights-gov.mail.protection.outlook.com.,0,IN,MX
yellowsprings.gov,mx-02-us-east-2.prod.hydra.sophos.com.,100,IN,MX
