url,,url,exchange,preference,class,type
jacksontwpmcpa.gov,3286,jacksontwpmcpa.gov,jacksontwpmcpa-gov.mail.protection.outlook.com.,0,IN,MX
jacksonville.gov,3298,jacksonville.gov,jacksonville-gov.mail.protection.outlook.com.,0,IN,MX
jacksonvilleal.gov,3293,jacksonvilleal.gov,aspmx.l.google.com.,10,IN,MX
jacksonvillebeach.gov,3295,jacksonvillebeach.gov,jacksonvillebeach-gov.mail.protection.outlook.com.,0,IN,MX
jacksonvillega.gov,3296,jacksonvillega.gov,mx2.mailchannels.net.,0,IN,MX
jacksonvilleil.gov,3300,jacksonvilleil.gov,jacksonvilleil.gov.1.0001.arsmtp.com.,10,IN,MX
jacksonvillenc.gov,3302,jacksonvillenc.gov,usb-smtp-inbound-1.mimecast.com.,0,IN,MX
jacksonwy.gov,3303,jacksonwy.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
jamaicabeachtx.gov,3305,jamaicabeachtx.gov,spamtitan.galvcs.com.,0,IN,MX
jamescitycountyva.gov,8959,jamescitycountyva.gov,mailstream-east.mxrecord.io.,5,IN,MX
jamesmadison.gov,11439,jamesmadison.gov,jamesmadison-gov.mail.protection.outlook.com.,0,IN,MX
jamestown-nc.gov,3307,jamestown-nc.gov,jamestownnc-gov02c.mail.protection.outlook.com.,0,IN,MX
jamestownnd.gov,3308,jamestownnd.gov,jamestownnd-gov.mail.protection.outlook.com.,0,IN,MX
jamestownny.gov,3309,jamestownny.gov,cityofjamestownny.sendio.com.,10,IN,MX
jamestowntn.gov,3311,jamestowntn.gov,jamestowntn-gov.mail.protection.outlook.com.,0,IN,MX
jamestwpmi.gov,3312,jamestwpmi.gov,jamestwpmi.gov.,0,IN,MX
janesvillemn.gov,3313,janesvillemn.gov,mx1.bevcommmail.com.,0,IN,MX
janesvillewi.gov,3316,janesvillewi.gov,d293637b.ess.barracudanetworks.com.,1,IN,MX
jasco.gov,8961,jasco.gov,mailgw1.netsolus.com.,10,IN,MX
jasonvillein.gov,3318,jasonvillein.gov,jasonvillein-gov.mail.protection.outlook.com.,0,IN,MX
jaspercountyin.gov,8962,jaspercountyin.gov,mail.co.jasper.in.us.,10,IN,MX
jaspercountymo.gov,8964,jaspercountymo.gov,jaspercountymo-gov.mail.protection.outlook.com.,0,IN,MX
jaspercountymopa.gov,8967,jaspercountymopa.gov,mx1-us.mtaroutes.com.,10,IN,MX
jaspercountysc.gov,8969,jaspercountysc.gov,d69004a.ess.barracudanetworks.com.,10,IN,MX
jasperindiana.gov,3319,jasperindiana.gov,jasperindiana-gov.mail.protection.outlook.com.,0,IN,MX
jaspertn.gov,3320,jaspertn.gov,jaspertn-gov.mail.protection.outlook.com.,0,IN,MX
jcmo.gov,3321,jcmo.gov,jcmo-gov.mail.protection.outlook.com.,0,IN,MX
jcrhcdwy.gov,8971,jcrhcdwy.gov,jcrhcdwy-gov.mail.protection.outlook.com.,0,IN,MX
jcsava.gov,12031,jcsava.gov,mailstream-east.mxrecord.io.,5,IN,MX
jct.gov,11817,jct.gov,mx0e-005d5501.gpphosted.com.,10,IN,MX
jeffcom911co.gov,12032,jeffcom911co.gov,jeffcom911co-gov.mail.protection.outlook.com.,0,IN,MX
jeffdaviscountyga.gov,8972,jeffdaviscountyga.gov,jeffdaviscountyga-gov.mail.protection.outlook.com.,0,IN,MX
jeffersoncitymo.gov,3322,jeffersoncitymo.gov,jeffersoncitymo-gov.mail.protection.outlook.com.,0,IN,MX
jeffersoncitytn.gov,3324,jeffersoncitytn.gov,mx1-us1.ppe-hosted.com.,5,IN,MX
jeffersoncounty-mt.gov,8985,jeffersoncounty-mt.gov,d105961a.ess.barracudanetworks.com.,1,IN,MX
jeffersoncountyar.gov,8976,jeffersoncountyar.gov,aspmx.l.google.com.,10,IN,MX
jeffersoncountyarcourts.gov,8973,jeffersoncountyarcourts.gov,jeffersoncountyarcourts-gov.mail.protection.outlook.com.,0,IN,MX
jeffersoncountyfl.gov,8980,jeffersoncountyfl.gov,jeffersoncountyfl-gov.p10.mxthunder.com.,10,IN,MX
jeffersoncountyga.gov,8981,jeffersoncountyga.gov,jeffersoncountyga-gov.mail.protection.outlook.com.,0,IN,MX
jeffersoncountyms.gov,8982,jeffersoncountyms.gov,barracuda1.usnx.com.,10,IN,MX
jeffersoncountyne.gov,8987,jeffersoncountyne.gov,jeffersoncountyne.gov.mx1-na.mailanyone.net.,10,IN,MX
jeffersoncountyor.gov,8990,jeffersoncountyor.gov,jeffersoncountyor-gov.mail.protection.outlook.com.,0,IN,MX
jeffersoncountypa.gov,8993,jeffersoncountypa.gov,mx-01-us-west-2.prod.hydra.sophos.com.,10,IN,MX
jeffersoncountytn.gov,8994,jeffersoncountytn.gov,jeffersoncountytn-gov.mail.protection.outlook.com.,10,IN,MX
jeffersoncountywi.gov,8996,jeffersoncountywi.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
jeffersonknoxohio.gov,3326,jeffersonknoxohio.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
jeffersonkyattorney.gov,8998,jeffersonkyattorney.gov,jeffersonkyattorney-gov.mail.protection.outlook.com.,10,IN,MX
jeffersonohio.gov,3328,jeffersonohio.gov,mail.jeffersonohio.gov.,0,IN,MX
jeffersontownky.gov,3329,jeffersontownky.gov,jeffersontownky-gov.mail.protection.outlook.com.,0,IN,MX
jeffersonvillepdin.gov,3330,jeffersonvillepdin.gov,jeffersonvillepdin-gov.mail.protection.outlook.com.,0,IN,MX
jemezsprings-nm.gov,3331,jemezsprings-nm.gov,mail.jemezsprings-nm.gov.,10,IN,MX
jems-il.gov,12033,jems-il.gov,jemsil-gov01b.mail.protection.outlook.com.,0,IN,MX
jenkinscountyga.gov,9002,jenkinscountyga.gov,aspmx.l.google.com.,1,IN,MX
jenningscounty-in.gov,9004,jenningscounty-in.gov,JENNINGSCOUNTYIN-GOV03e.mail.protection.outlook.com.,0,IN,MX
jerichovt.gov,3333,jerichovt.gov,d262711a.ess.barracudanetworks.com.,0,IN,MX
jeromecountyid.gov,9005,jeromecountyid.gov,jeromecountyid-gov.mail.protection.outlook.com.,0,IN,MX
jerseycitynj.gov,3334,jerseycitynj.gov,jerseycitynj-gov.mail.protection.outlook.com.,10,IN,MX
jerseycounty-il.gov,9006,jerseycounty-il.gov,jerseycounty-gov-us.mx.av-mx.com.,10,IN,MX
jesupga.gov,3335,jesupga.gov,jesupga-gov.mail.protection.outlook.com.,0,IN,MX
jesuppd-ga.gov,3337,jesuppd-ga.gov,jesuppdga-gov01i.mail.protection.outlook.com.,0,IN,MX
jewishheritagemonth.gov,11762,jewishheritagemonth.gov,pps2b.loc.gov.,5,IN,MX
jfklibrary.gov,11462,jfklibrary.gov,us.etp.fireeyegov.com.,10,IN,MX
jimmycarterlibrary.gov,11463,jimmycarterlibrary.gov,us.etp.fireeyegov.com.,10,IN,MX
jimwellscounty-tx.gov,9009,jimwellscounty-tx.gov,jimwellscounty-tx-gov.mces.networkboxusa.com.,0,IN,MX
jisnashville.gov,3338,jisnashville.gov,jisnashville-gov.mail.protection.outlook.com.,0,IN,MX
jiv-nsn.gov,13644,jiv-nsn.gov,aspmx.l.google.com.,10,IN,MX
jobcorps.gov,11043,jobcorps.gov,ironport2.jobcorps.gov.,10,IN,MX
jocomo.gov,9010,jocomo.gov,mail1.nocnet.net.,0,IN,MX
jodaviesscountyil.gov,9012,jodaviesscountyil.gov,d275999a.ess.barracudanetworks.com.,0,IN,MX
johnscreekga.gov,3339,johnscreekga.gov,d266652a.ess.barracudanetworks.com.,0,IN,MX
johnsoncitytn.gov,3341,johnsoncitytn.gov,mx1.hc5271-35.iphmx.com.,10,IN,MX
johnsoncountyiowa.gov,9014,johnsoncountyiowa.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
johnsoncountyso-ne.gov,9017,johnsoncountyso-ne.gov,aspmx.l.google.com.,1,IN,MX
johnsoncountytn.gov,9022,johnsoncountytn.gov,johnsoncountytn-gov.mail.protection.outlook.com.,0,IN,MX
johnsoncowy.gov,9023,johnsoncowy.gov,johnsoncowy-gov.mail.protection.outlook.com.,0,IN,MX
johnstownco.gov,3343,johnstownco.gov,johnstownco-gov.mail.protection.outlook.com.,0,IN,MX
johnstownrockcowi.gov,3344,johnstownrockcowi.gov,johnstownrockcowi-gov.mail.protection.outlook.com.,0,IN,MX
joliet.gov,3345,joliet.gov,us-smtp-inbound-2.mimecast.com.,0,IN,MX
jonescountyiowa.gov,9024,jonescountyiowa.gov,jonescountyiowa-gov.mail.protection.outlook.com.,0,IN,MX
jonescountync.gov,9027,jonescountync.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
jonescreektx.gov,3347,jonescreektx.gov,mail.jonescreektx.gov.,0,IN,MX
jonestowntx.gov,3348,jonestowntx.gov,mx01.hornetsecurity.com.,10,IN,MX
jordanmn.gov,3352,jordanmn.gov,jordansbs.ci.jordan.mn.us.,10,IN,MX
josephinecounty.gov,9031,josephinecounty.gov,josephinecounty-gov.mail.protection.outlook.com.,0,IN,MX
jpo.gov,11419,jpo.gov,jpo-gov.mail.protection.outlook.com.,0,IN,MX
juabcounty.gov,9032,juabcounty.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
junctioncitywisconsin.gov,3353,junctioncitywisconsin.gov,mx-caprica.zoneedit.com.,0,IN,MX
juneau.gov,3354,juneau.gov,juneau-gov.mail.protection.outlook.com.,10,IN,MX
juneaucountywi.gov,9034,juneaucountywi.gov,mail.co.juneau.wi.us.,10,IN,MX
jusfc.gov,11443,jusfc.gov,mx1.mtaroutes.com.,10,IN,MX
justice.gov,10963,justice.gov,mx-dc2.usdoj.gov.,10,IN,MX
kaibabpaiute-nsn.gov,13652,kaibabpaiute-nsn.gov,aspmx.l.google.com.,1,IN,MX
kake-nsn.gov,13653,kake-nsn.gov,smtp.google.com.,1,IN,MX
kalamotownship-mi.gov,3355,kalamotownship-mi.gov,kalamotownship-mi.gov.,0,IN,MX
kalispeltribe-nsn.gov,13654,kalispeltribe-nsn.gov,kalispeltribensn-gov03c.mail.protection.outlook.com.,10,IN,MX
kalkaskapolicemi.gov,3356,kalkaskapolicemi.gov,kalkaskapolicemi-gov.mail.protection.outlook.com.,0,IN,MX
kalkaskavillagemi.gov,3357,kalkaskavillagemi.gov,kalkaskavillagemi-gov.mail.protection.outlook.com.,0,IN,MX
kamascityut.gov,3362,kamascityut.gov,aspmx.l.google.com.,1,IN,MX
kandrive.gov,12923,kandrive.gov,mail.us-west-2.carsprogram.org.,10,IN,MX
kanecountyhospitalut.gov,9035,kanecountyhospitalut.gov,kanecountyhospitalut-gov.mail.protection.outlook.com.,0,IN,MX
kanecountyil.gov,9036,kanecountyil.gov,mxb-004dfc01.gslb.pphosted.com.,10,IN,MX
kankakeecountyclerk.gov,9038,kankakeecountyclerk.gov,kankakeecountyclerk.gov.,0,IN,MX
kannapolisnc.gov,3363,kannapolisnc.gov,email3.closedport.com.,10,IN,MX
kansas.gov,12926,kansas.gov,mail.kansas.gov.,10,IN,MX
kansasemployer.gov,12925,kansasemployer.gov,"\"".\"".",10,IN,MX
kauai.gov,9040,kauai.gov,d159620a.ess.barracudanetworks.com.,10,IN,MX
kaukauna.gov,3364,kaukauna.gov,kaukauna-gov.mail.protection.outlook.com.,0,IN,MX
kawaika-nsn.gov,13655,kawaika-nsn.gov,mail.lagunapueblo-nsn.gov.,1,IN,MX
kawnation.gov,13656,kawnation.gov,kawnation-gov.mail.protection.outlook.com.,0,IN,MX
kayentatownship-nsn.gov,13658,kayentatownship-nsn.gov,mx-cluster-usa01.hornetsecurity.com.,10,IN,MX
kaysville.gov,3366,kaysville.gov,mailfltr.kaysville.gov.,10,IN,MX
kbcr.gov,12034,kbcr.gov,kbcr.gov.,0,IN,MX
kbic-nsn.gov,13661,kbic-nsn.gov,kbicnsn-gov01b.mail.protection.outlook.com.,10,IN,MX
kdheks.gov,12927,kdheks.gov,kdheks-gov.mail.protection.outlook.com.,10,IN,MX
kearneycountyne.gov,9043,kearneycountyne.gov,aspmx.l.google.com.,1,IN,MX
kearnyaz.gov,3367,kearnyaz.gov,kearnyaz-gov.mail.protection.outlook.com.,0,IN,MX
kechiks.gov,3368,kechiks.gov,d298623a.ess.barracudanetworks.com.,10,IN,MX
keenenh.gov,3370,keenenh.gov,my-mx.email-protect.gosecure.net.,10,IN,MX
keewatinmnpd.gov,3371,keewatinmnpd.gov,keewatinmnpd-gov.mail.protection.outlook.com.,0,IN,MX
keithcountyne.gov,9046,keithcountyne.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
keizeror.gov,3372,keizeror.gov,keizeror-gov.mail.protection.outlook.com.,0,IN,MX
kekoskee.gov,3373,kekoskee.gov,aspmx.l.google.com.,1,IN,MX
kelso.gov,3378,kelso.gov,kelso-gov.mail.protection.outlook.com.,10,IN,MX
kemahtx.gov,3380,kemahtx.gov,kemahtx-gov.mail.protection.outlook.com.,0,IN,MX
kempnertx.gov,3381,kempnertx.gov,kempnertx-gov.mail.protection.outlook.com.,0,IN,MX
kendallcountyil.gov,9048,kendallcountyil.gov,d272888a.ess.barracudanetworks.com.,99,IN,MX
kendallvillein.gov,3382,kendallvillein.gov,mail.kendallvillein.gov.,10,IN,MX
kenedytx.gov,3385,kenedytx.gov,aspmx.l.google.com.,1,IN,MX
kenedytxedc.gov,3383,kenedytxedc.gov,mail.kenedytxedc.gov.,10,IN,MX
kenmorewa.gov,3387,kenmorewa.gov,cell.siteprotector.us.,10,IN,MX
kennebec.gov,9050,kennebec.gov,kennebec-gov.mail.protection.outlook.com.,0,IN,MX
kennebunkportme.gov,3388,kennebunkportme.gov,kennebunkportme-gov.mail.protection.outlook.com.,0,IN,MX
kennedy-center.gov,11444,kennedy-center.gov,kennedycenter-gov01i.mail.protection.outlook.com.,0,IN,MX
kennesaw-ga.gov,3389,kennesaw-ga.gov,mxb-00546501.gslb.pphosted.com.,10,IN,MX
kenockeetownshipmi.gov,3391,kenockeetownshipmi.gov,kenockeetownshipmi-gov.mail.protection.outlook.com.,0,IN,MX
kenoshacountywi.gov,9051,kenoshacountywi.gov,kenoshacountywi-gov.mail.protection.outlook.com.,0,IN,MX
kentcountyde.gov,9052,kentcountyde.gov,kentcountyde-gov.mail.protection.outlook.com.,10,IN,MX
kentcountymi.gov,9054,kentcountymi.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
kentohio.gov,3392,kentohio.gov,kentohio-gov.mail.protection.outlook.com.,0,IN,MX
kentucky.gov,12928,kentucky.gov,mxa-0018e002.gslb.pphosted.com.,10,IN,MX
kentwa.gov,3393,kentwa.gov,kentwa-gov.mail.protection.outlook.com.,0,IN,MX
kermittx.gov,3398,kermittx.gov,aspmx.l.google.com.,1,IN,MX
kerncog-ca.gov,9056,kerncog-ca.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
kerrcountytx.gov,9058,kerrcountytx.gov,mail.kerrcountytx.gov.,10,IN,MX
kerrvilletx.gov,3399,kerrvilletx.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
ketchikan.gov,3401,ketchikan.gov,ketchikan-gov.mail.protection.outlook.com.,0,IN,MX
kewauneeco.gov,9059,kewauneeco.gov,d268555a.ess.barracudanetworks.com.,10,IN,MX
keweenawcountymi.gov,9061,keweenawcountymi.gov,mx2-us1.ppe-hosted.com.,25,IN,MX
kidwater4ut.gov,12035,kidwater4ut.gov,kidwater4ut-gov.mail.protection.outlook.com.,0,IN,MX
kielwi.gov,3402,kielwi.gov,kielwi-gov.mail.protection.outlook.com.,0,IN,MX
killeentexas.gov,3403,killeentexas.gov,d304886a.ess.barracudanetworks.com.,10,IN,MX
killinglyct.gov,3405,killinglyct.gov,killinglyct-gov.mail.protection.outlook.com.,0,IN,MX
kimballcountyne.gov,9064,kimballcountyne.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
kimballwi.gov,3406,kimballwi.gov,smtp.secureserver.net.,0,IN,MX
kimballwv.gov,3409,kimballwv.gov,aspmx.l.google.com.,1,IN,MX
kimberlyal.gov,3414,kimberlyal.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
kinderhook-ny.gov,3415,kinderhook-ny.gov,kinderhookny-gov02e.mail.protection.outlook.com.,0,IN,MX
kingcounty.gov,9065,kingcounty.gov,kingcounty-gov.mail.protection.outlook.com.,10,IN,MX
kingdomcitymo.gov,3416,kingdomcitymo.gov,ASPMX.L.GOOGLE.com.,1,IN,MX
kinggeorgecountyva.gov,9066,kinggeorgecountyva.gov,mail.kinggeorgecountyva.gov.,10,IN,MX
kingsburyny.gov,9067,kingsburyny.gov,kingsburyny-gov.mail.protection.outlook.com.,0,IN,MX
kingsfordmi.gov,3421,kingsfordmi.gov,kingsfordmi-gov.mx1.arsmtp.com.,10,IN,MX
kingslandga.gov,3424,kingslandga.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
kingsporttn.gov,3428,kingsporttn.gov,d185554a.ess.barracudanetworks.com.,10,IN,MX
kingston-ny.gov,3433,kingston-ny.gov,d96691b.ess.barracudanetworks.com.,10,IN,MX
kingstonga.gov,3430,kingstonga.gov,kingstonga-gov.mail.protection.outlook.com.,0,IN,MX
kingstonma.gov,3431,kingstonma.gov,kingstonma-gov.mail.protection.outlook.com.,0,IN,MX
kingstonsprings-tn.gov,3434,kingstonsprings-tn.gov,kingstonspringstn-gov03i.mail.protection.outlook.com.,0,IN,MX
kingstontn.gov,3435,kingstontn.gov,kingstontn-gov.mail.protection.outlook.com.,0,IN,MX
kingwoodwv.gov,3436,kingwoodwv.gov,kingwoodwv-gov.mail.protection.outlook.com.,0,IN,MX
kinneymn.gov,3437,kinneymn.gov,kinneymn-gov.mail.protection.outlook.com.,0,IN,MX
kinrosstownship-mi.gov,3438,kinrosstownship-mi.gov,mx1.hostinger.com.,5,IN,MX
kinstonnc.gov,3440,kinstonnc.gov,mail.kinstonnc.gov.,10,IN,MX
kirbyvt.gov,3441,kirbyvt.gov,mail.kirbyvt.gov.,0,IN,MX
kirklandwa.gov,3442,kirklandwa.gov,kirklandwa-gov.mail.protection.outlook.com.,0,IN,MX
kiskitownship-pa.gov,3443,kiskitownship-pa.gov,kiskitownshippa-gov03c.mail.protection.outlook.com.,0,IN,MX
kissimmee.gov,3444,kissimmee.gov,mail2.kissimmee.gov.,30,IN,MX
kitsap.gov,9069,kitsap.gov,d246571a.ess.barracudanetworks.com.,10,IN,MX
kitteryme.gov,3446,kitteryme.gov,mailcenter.whatifnet.com.,10,IN,MX
klackingtownshipmi.gov,3448,klackingtownshipmi.gov,klackingtownshipmi.gov.,0,IN,MX
klamathcountyor.gov,9071,klamathcountyor.gov,klamathcountyor-gov.mail.protection.outlook.com.,0,IN,MX
knightdalenc.gov,3449,knightdalenc.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
knottcountyky.gov,9073,knottcountyky.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
knoxcountyema-oh.gov,9075,knoxcountyema-oh.gov,knoxcountyema-oh-gov.mx1.arsmtp.com.,10,IN,MX
knoxcountyil.gov,9081,knoxcountyil.gov,aspmx.l.google.com.,1,IN,MX
knoxcountymaine.gov,9086,knoxcountymaine.gov,aspmx.l.google.com.,1,IN,MX
knoxcountyne.gov,9088,knoxcountyne.gov,knoxcountyne-gov.mail.protection.outlook.com.,0,IN,MX
knoxcountytexas.gov,9089,knoxcountytexas.gov,MX.MAILANYONE.NET.,10,IN,MX
knoxcountytn.gov,9090,knoxcountytn.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
knoxvilleia.gov,3453,knoxvilleia.gov,d71906a.ess.barracudanetworks.com.,10,IN,MX
knoxvilletn.gov,3454,knoxvilletn.gov,mxb-006ad501.gslb.pphosted.com.,10,IN,MX
koshkonongwi.gov,3456,koshkonongwi.gov,koshkonongwi-gov.mail.protection.outlook.com.,0,IN,MX
kpl.gov,3457,kpl.gov,kpl-gov.mail.protection.outlook.com.,0,IN,MX
ks.gov,12938,ks.gov,ks-gov.mail.protection.outlook.com.,0,IN,MX
kscds.gov,12930,kscds.gov,agsmx1.affinitygs.com.,10,IN,MX
ksexec.gov,12934,ksexec.gov,aspmx.l.google.com.,1,IN,MX
ktik-nsn.gov,13663,ktik-nsn.gov,mx.ktik-nsn.gov.,30,IN,MX
kunaid.gov,3458,kunaid.gov,kunaid-gov.mail.protection.outlook.com.,10,IN,MX
kwc.gov,9096,kwc.gov,kwc-gov.mail.protection.outlook.com.,0,IN,MX
ky.gov,12944,ky.gov,mxa-00377201.gslb.pphosted.com.,10,IN,MX
kyahimt.gov,12940,kyahimt.gov,aspmx.l.google.com.,1,IN,MX
la.gov,12946,la.gov,mx0a-00188601.pphosted.com.,10,IN,MX
lacera.gov,12036,lacera.gov,lacera-gov.mail.protection.outlook.com.,0,IN,MX
laceywa.gov,3459,laceywa.gov,laceywa-gov.mail.protection.outlook.com.,10,IN,MX
lacity.gov,3460,lacity.gov,aspmx.l.google.com.,1,IN,MX
lackawannany.gov,3465,lackawannany.gov,mail.lackawannany.gov.,0,IN,MX
lackawaxentownshippa.gov,3466,lackawaxentownshippa.gov,lackawaxentownshippa-gov.mail.protection.outlook.com.,0,IN,MX
lacoast.gov,11090,lacoast.gov,lacoast-gov.mail.protection.outlook.com.,0,IN,MX
laconianh.gov,3467,laconianh.gov,laconianh-gov.mail.protection.outlook.com.,0,IN,MX
laconiapdnh.gov,3468,laconiapdnh.gov,laconiapdnh-gov.mail.protection.outlook.com.,0,IN,MX
lacounty.gov,9097,lacounty.gov,mx2.hc4088-88.iphmx.com.,20,IN,MX
lacrescenttownshipmn.gov,3469,lacrescenttownshipmn.gov,lacrescenttownshipmn.gov.,0,IN,MX
lacrossewi.gov,3470,lacrossewi.gov,lacrossewi-gov.mail.protection.outlook.com.,0,IN,MX
lafayettechippewawi.gov,3471,lafayettechippewawi.gov,lafayettechippewawi-gov.mail.protection.outlook.com.,0,IN,MX
lafayetteco.gov,3473,lafayetteco.gov,d228383a.ess.barracudanetworks.com.,0,IN,MX
lafayettecountymo.gov,9100,lafayettecountymo.gov,d288583a.ess.barracudanetworks.com.,10,IN,MX
lafayettela.gov,3474,lafayettela.gov,mail1.lafayettela.gov.,10,IN,MX
lafayettetnfd.gov,3476,lafayettetnfd.gov,lafayettetnfd-gov.mail.protection.outlook.com.,0,IN,MX
lafayettewcwi.gov,3477,lafayettewcwi.gov,lafayettewcwi-gov.mail.protection.outlook.com.,0,IN,MX
lafollettetn.gov,3478,lafollettetn.gov,lafollettetn.gov.,0,IN,MX
lagovistatexas.gov,3479,lagovistatexas.gov,lagovistatexas-gov.mail.protection.outlook.com.,0,IN,MX
lagrangega.gov,3481,lagrangega.gov,lagrangega-org-1.fortimailcloud.com.,10,IN,MX
lagrangeil.gov,3482,lagrangeil.gov,smail.atacore.com.,10,IN,MX
lagrangeny.gov,3484,lagrangeny.gov,spamtitan2.necscorp.com.,10,IN,MX
laguna-nsn.gov,13664,laguna-nsn.gov,mail.lagunapueblo-nsn.gov.,1,IN,MX
lagunahillsca.gov,3486,lagunahillsca.gov,mx2-us1.ppe-hosted.com.,0,IN,MX
lagunapueblo-nsn.gov,13666,lagunapueblo-nsn.gov,d170029a.ess.barracudanetworks.com.,1,IN,MX
lahabra.gov,3492,lahabra.gov,lahabra.gov.,0,IN,MX
lahabraca.gov,3491,lahabraca.gov,cluster6.us.messagelabs.com.,1,IN,MX
lajolla-nsn.gov,13667,lajolla-nsn.gov,lajollansn-gov01i.mail.protection.outlook.com.,0,IN,MX
lajoyatx.gov,3493,lajoyatx.gov,lajoyatx-gov.mail.protection.outlook.com.,10,IN,MX
lajudicial.gov,12948,lajudicial.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
lakearthurnm.gov,3494,lakearthurnm.gov,lakearthurnm-gov.mail.protection.outlook.com.,0,IN,MX
lakecountyca.gov,9101,lakecountyca.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
lakecountyclerkfl.gov,9103,lakecountyclerkfl.gov,d256355b.ess.barracudanetworks.com.,10,IN,MX
lakecountyco.gov,9105,lakecountyco.gov,lakecountyco-gov.mail.protection.outlook.com.,0,IN,MX
lakecountyfl.gov,9106,lakecountyfl.gov,lakecountyfl-gov.mail.protection.outlook.com.,5,IN,MX
lakecountyil.gov,9107,lakecountyil.gov,lakecountyil-gov.mail.protection.outlook.com.,1,IN,MX
lakecountyohio.gov,9109,lakecountyohio.gov,mx-01-us-west-2.prod.hydra.sophos.com.,10,IN,MX
lakedeltonwi.gov,3495,lakedeltonwi.gov,lakedeltonwi-gov.mail.protection.outlook.com.,0,IN,MX
lakeforestca.gov,3496,lakeforestca.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
lakegroveny.gov,3498,lakegroveny.gov,lakegroveny-gov.mail.protection.outlook.com.,0,IN,MX
lakehurst-nj.gov,3499,lakehurst-nj.gov,lakehurstnj-gov02c.mail.protection.outlook.com.,0,IN,MX
lakejacksontx.gov,3500,lakejacksontx.gov,mail.lakejacksontx.gov.,10,IN,MX
lakelafayettemo.gov,3501,lakelafayettemo.gov,lakelafayettemo.gov.,0,IN,MX
lakelandga.gov,3506,lakelandga.gov,aspmx.l.google.com.,1,IN,MX
lakelandtn.gov,3508,lakelandtn.gov,aspmx.l.google.com.,1,IN,MX
lakemt.gov,9110,lakemt.gov,d85371a.ess.barracudanetworks.com.,0,IN,MX
lakeparkflorida.gov,3512,lakeparkflorida.gov,lakeparkflorida-gov.mail.protection.outlook.com.,0,IN,MX
lakeparknc.gov,3513,lakeparknc.gov,east.smtp.mx.exch129.serverdata.net.,10,IN,MX
lakepoint.gov,3515,lakepoint.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
lakeporttx.gov,3516,lakeporttx.gov,lakeporttx.gov.,0,IN,MX
lakesaintlouismo.gov,3517,lakesaintlouismo.gov,lakesaintlouismo-gov.mail.protection.outlook.com.,0,IN,MX
lakeshiremo.gov,3518,lakeshiremo.gov,lakeshiremo-gov.mail.protection.outlook.com.,0,IN,MX
lakesitetn.gov,3522,lakesitetn.gov,usa.mx1.mailanyone.net.,10,IN,MX
lakestation-in.gov,3523,lakestation-in.gov,d131878b.ess.barracudanetworks.com.,10,IN,MX
lakestevenswa.gov,3525,lakestevenswa.gov,lakestevenswa-gov.mail.protection.outlook.com.,0,IN,MX
laketanglewoodtx.gov,3527,laketanglewoodtx.gov,aspmx.l.google.com.,1,IN,MX
laketownmn.gov,3531,laketownmn.gov,aspmx.l.google.com.,1,IN,MX
lakeviewalabama.gov,3539,lakeviewalabama.gov,mx-01-us-east-2.prod.hydra.sophos.com.,10,IN,MX
lakeviewpdtx.gov,3541,lakeviewpdtx.gov,lakeviewpdtx-gov.mail.protection.outlook.com.,0,IN,MX
lakevillagear.gov,3542,lakevillagear.gov,lakevillagear-gov.mail.protection.outlook.com.,0,IN,MX
lakevillemn.gov,3543,lakevillemn.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
lakevotes.gov,9111,lakevotes.gov,lakevotes-gov.mail.protection.outlook.com.,0,IN,MX
lakewaccamawnc.gov,3547,lakewaccamawnc.gov,mx.zoho.com.,10,IN,MX
lakewalesfl.gov,3548,lakewalesfl.gov,d301991a.ess.barracudanetworks.com.,1,IN,MX
lakeway-tx.gov,3550,lakeway-tx.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
lakewoodcourtoh.gov,12037,lakewoodcourtoh.gov,d310501b.ess.barracudanetworks.com.,99,IN,MX
lakewoodnj.gov,3552,lakewoodnj.gov,lakewoodnj-gov.mail.protection.outlook.com.,0,IN,MX
lakewoodoh.gov,3553,lakewoodoh.gov,d309117a.ess.barracudanetworks.com.,10,IN,MX
