url,,url,exchange,preference,class,type
lakeworthbeachfl.gov,3555,lakeworthbeachfl.gov,mxb-0062bd01.gslb.pphosted.com.,10,IN,MX
lamarcountyms.gov,9112,lamarcountyms.gov,lamarcountyms-gov.mail.protection.outlook.com.,10,IN,MX
lamoine-me.gov,3557,lamoine-me.gov,mx1.biz.rr.com.,10,IN,MX
lanarkil.gov,3559,lanarkil.gov,lanarkil-gov.mail.protection.outlook.com.,0,IN,MX
lancastercountypa.gov,9113,lancastercountypa.gov,mx1.hc2318-90.iphmx.com.,10,IN,MX
lancastercountysc.gov,9116,lancastercountysc.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
lancasterma.gov,3560,lancasterma.gov,lancasterma-gov.mail.protection.outlook.com.,0,IN,MX
lancasterny.gov,3561,lancasterny.gov,lancasterny-gov.mail.protection.outlook.com.,0,IN,MX
lancastervillageny.gov,3562,lancastervillageny.gov,lancastervillageny-gov.mail.protection.outlook.com.,0,IN,MX
landercountynvelections.gov,9120,landercountynvelections.gov,aspmx.l.google.com.,1,IN,MX
landfire.gov,11091,landfire.gov,landfire-gov.mail.protection.outlook.com.,10,IN,MX
landolakeswi.gov,3564,landolakeswi.gov,aspmx.l.google.com.,1,IN,MX
lanecountyor.gov,9122,lanecountyor.gov,lanecountyor-gov.mail.protection.outlook.com.,100,IN,MX
lanesboro-mn.gov,3572,lanesboro-mn.gov,aspmx.l.google.com.,1,IN,MX
lanesborough-ma.gov,3573,lanesborough-ma.gov,lanesboroughma-gov03b.mail.protection.outlook.com.,0,IN,MX
langleyok.gov,3574,langleyok.gov,langleyok-gov.mail.protection.outlook.com.,0,IN,MX
lanl.gov,10607,lanl.gov,proofpoint8.lanl.gov.,0,IN,MX
lansingmi.gov,3575,lansingmi.gov,mxa-001ef302.gslb.pphosted.com.,10,IN,MX
lansingtwpmi.gov,3577,lansingtwpmi.gov,lansingtwpmi.gov.,0,IN,MX
lantabus-pa.gov,3578,lantabus-pa.gov,lantabuspa-gov02b.mail.protection.outlook.com.,0,IN,MX
laonawi.gov,3579,laonawi.gov,laonawi-gov.mail.protection.outlook.com.,10,IN,MX
lapeercountymi.gov,9123,lapeercountymi.gov,mail.lapeercountymi.gov.,10,IN,MX
lapineoregon.gov,3580,lapineoregon.gov,lapineoregon-gov.mail.protection.outlook.com.,1,IN,MX
laportetx.gov,3581,laportetx.gov,laportetx-gov.mail.protection.outlook.com.,15,IN,MX
laprairiewi.gov,3585,laprairiewi.gov,aspmx.l.google.com.,1,IN,MX
laquintaca.gov,3587,laquintaca.gov,laquintaca-gov.mail.protection.outlook.com.,5,IN,MX
laramiecountywy.gov,9124,laramiecountywy.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
larchmontny.gov,3588,larchmontny.gov,larchmontny-gov.mail.protection.outlook.com.,0,IN,MX
laredotexas.gov,3589,laredotexas.gov,laredotexas-gov.mail.protection.outlook.com.,10,IN,MX
larimer.gov,9128,larimer.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
laruecountyky.gov,9132,laruecountyky.gov,aspmx.l.google.com.,1,IN,MX
lasalle-il.gov,3590,lasalle-il.gov,lasalleil-gov01i.mail.protection.outlook.com.,0,IN,MX
lasallecountyil.gov,9136,lasallecountyil.gov,d273109a.ess.barracudanetworks.com.,99,IN,MX
laschoolpolice.gov,12039,laschoolpolice.gov,laschoolpolice-gov.mail.protection.outlook.com.,0,IN,MX
lascruces.gov,3591,lascruces.gov,lascruces-gov.mail.protection.outlook.com.,1,IN,MX
lasvegasnevada.gov,3592,lasvegasnevada.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
lasvegasnm.gov,3594,lasvegasnm.gov,aspmx.l.google.com.,1,IN,MX
latahcountyid.gov,9138,latahcountyid.gov,latahcountyid-gov.mail.protection.outlook.com.,0,IN,MX
lauderdalebythesea-fl.gov,3600,lauderdalebythesea-fl.gov,mx1-us.emailsecurity.app.,10,IN,MX
lauderdalecountyal.gov,9139,lauderdalecountyal.gov,lauderdalecountyal-gov.mail.protection.outlook.com.,0,IN,MX
lauderhill-fl.gov,3603,lauderhill-fl.gov,d113560a.ess.barracudanetworks.com.,5,IN,MX
lauderhillcra-fl.gov,3602,lauderhillcra-fl.gov,d113560a.ess.barracudanetworks.com.,5,IN,MX
lauderhillfl.gov,3604,lauderhillfl.gov,d113560a.ess.barracudanetworks.com.,5,IN,MX
laurelcountycorrectionsky.gov,9141,laurelcountycorrectionsky.gov,laurelcountycorrectionsky-gov.mail.protection.outlook.com.,0,IN,MX
laurelcountysheriff.gov,9144,laurelcountysheriff.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
laurelmd.gov,3605,laurelmd.gov,laurelmd-gov.mail.protection.outlook.com.,0,IN,MX
lavergnetn.gov,3606,lavergnetn.gov,lavergnetn-gov.snwlhosted.com.,10,IN,MX
lavernia-tx.gov,3608,lavernia-tx.gov,laverniatx-gov02b.mail.protection.outlook.com.,0,IN,MX
lavoniaga.gov,3611,lavoniaga.gov,lavoniaga.gov.1.0001.arsmtp.com.,10,IN,MX
lavontx.gov,3612,lavontx.gov,lavontx-gov.mail.protection.outlook.com.,0,IN,MX
lawrenceburgtn.gov,3613,lawrenceburgtn.gov,mail.lawrenceburgtn.gov.,0,IN,MX
lawrencecountyboe-ohio.gov,9149,lawrencecountyboe-ohio.gov,ASPMX.L.GOOGLE.COM.,0,IN,MX
lawrencecountyky.gov,9153,lawrencecountyky.gov,lawrencecountyky-gov.mail.protection.outlook.com.,0,IN,MX
lawrencecountymo.gov,9154,lawrencecountymo.gov,lawrencecountymo-gov.mail.protection.outlook.com.,0,IN,MX
lawrencecountymo911.gov,12040,lawrencecountymo911.gov,lawrencecountymo911-gov.mail.protection.outlook.com.,0,IN,MX
lawrencecountypa.gov,9155,lawrencecountypa.gov,lawrencecountypa-gov.mx1.arsmtp.com.,10,IN,MX
lawrencecountytn.gov,9157,lawrencecountytn.gov,mail.lawrencecountytn.gov.,0,IN,MX
lawrencepa.gov,3615,lawrencepa.gov,mail.firehousesolutions.com.,0,IN,MX
lawrencewi.gov,3616,lawrencewi.gov,lawrencewi-gov.mail.protection.outlook.com.,0,IN,MX
lawsonmo.gov,3617,lawsonmo.gov,lawsonmo-gov.mail.protection.outlook.com.,0,IN,MX
lawsonmopd.gov,3618,lawsonmopd.gov,lawsonmopd-gov.mail.protection.outlook.com.,0,IN,MX
lawtonok.gov,3619,lawtonok.gov,spam.lawtonok.gov.,0,IN,MX
lbjlibrary.gov,11464,lbjlibrary.gov,us.etp.fireeyegov.com.,10,IN,MX
lbl.gov,10611,lbl.gov,aspmx.l.google.com.,1,IN,MX
lbts-fl.gov,3622,lbts-fl.gov,mx1-us.emailsecurity.app.,10,IN,MX
lccountymt.gov,9158,lccountymt.gov,helenamt-gov.mail.protection.outlook.com.,0,IN,MX
lcemsami.gov,12041,lcemsami.gov,lcemsami.gov.1.0001.arsmtp.com.,10,IN,MX
lcfwasa.gov,12043,lcfwasa.gov,lcfwasa-gov.mail.protection.outlook.com.,0,IN,MX
lco-nsn.gov,13668,lco-nsn.gov,lconsn-gov0i.mail.protection.outlook.com.,10,IN,MX
lcsami.gov,12951,lcsami.gov,aspmx.l.google.com.,1,IN,MX
lcsomo.gov,9160,lcsomo.gov,lcsomo-gov.mail.protection.outlook.com.,0,IN,MX
lctl.gov,11764,lctl.gov,mx22.loc.gov.,5,IN,MX
leadville-co.gov,3623,leadville-co.gov,aspmx.l.google.com.,1,IN,MX
leaguecitytx.gov,3628,leaguecitytx.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
leandertx.gov,3630,leandertx.gov,leandertx.sendio.com.,0,IN,MX
leavenworthcounty.gov,9161,leavenworthcounty.gov,ussf62.upstreamsecurity.net.,10,IN,MX
lebanoncountypa.gov,9163,lebanoncountypa.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
lebanonct.gov,3631,lebanonct.gov,lebanonct-gov.mail.protection.outlook.com.,0,IN,MX
lebanondodgewi.gov,3632,lebanondodgewi.gov,aspmx.l.google.com.,1,IN,MX
lebanonfireoregon.gov,12044,lebanonfireoregon.gov,lebanonfireoregon-gov.mail.protection.outlook.com.,0,IN,MX
lebanonnh.gov,3637,lebanonnh.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
lebanonohio.gov,3639,lebanonohio.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
lebanonoregon.gov,3642,lebanonoregon.gov,mx-01-us-east-2.prod.hydra.sophos.com.,10,IN,MX
leclaireiowa.gov,3643,leclaireiowa.gov,leclaireiowa-gov.mail.protection.outlook.com.,10,IN,MX
lee-county-fl.gov,9165,lee-county-fl.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
leecountync.gov,9167,leecountync.gov,leecountync-gov.mail.protection.outlook.com.,0,IN,MX
leedsalabama.gov,3646,leedsalabama.gov,leedsalabama-gov.mail.protection.outlook.com.,0,IN,MX
leelanau.gov,9168,leelanau.gov,d223164a.ess.barracudanetworks.com.,0,IN,MX
leelanautownshipmi.gov,3647,leelanautownshipmi.gov,leelanautownshipmi-gov.mail.protection.outlook.com.,0,IN,MX
leesburgflorida.gov,3648,leesburgflorida.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
leesburgva.gov,3650,leesburgva.gov,leesburgva-gov.mail.protection.outlook.com.,10,IN,MX
leesvillela.gov,3651,leesvillela.gov,mx001.netsol.xion.oxcs.net.,10,IN,MX
leflorecountyok.gov,9169,leflorecountyok.gov,mx1.mailchannels.net.,0,IN,MX
lefthandwater.gov,12045,lefthandwater.gov,smtp1-msp.securence.com.,10,IN,MX
legmt.gov,12955,legmt.gov,legmt-gov.mail.protection.outlook.com.,0,IN,MX
legrand-ia.gov,3656,legrand-ia.gov,mailfilter01.bdhtek.com.,5,IN,MX
lehi-ut.gov,3657,lehi-ut.gov,lehiut-gov01b.mail.protection.outlook.com.,3600,IN,MX
leicestervt.gov,3658,leicestervt.gov,leicestervt-gov.mail.protection.outlook.com.,0,IN,MX
lemontownshippa.gov,3659,lemontownshippa.gov,mail.lemontownshippa.gov.,0,IN,MX
lenoir-nc.gov,3661,lenoir-nc.gov,lenoirnc-gov01e.mail.protection.outlook.com.,0,IN,MX
lenoircitytn.gov,3660,lenoircitytn.gov,lenoircitytn-gov.mail.protection.outlook.com.,0,IN,MX
lenoircountync.gov,9176,lenoircountync.gov,aspmx.l.google.com.,1,IN,MX
lenoxny.gov,3662,lenoxny.gov,lenoxny-gov.mail.protection.outlook.com.,0,IN,MX
leo.gov,10965,leo.gov,mx-east-leo.fbi.gov.,10,IN,MX
leolawi.gov,3667,leolawi.gov,aspmx.l.google.com.,1,IN,MX
leominster-ma.gov,3668,leominster-ma.gov,server4.hiq.com.,10,IN,MX
leonardtownmd.gov,3671,leonardtownmd.gov,leonardtownmd-gov.mail.protection.outlook.com.,0,IN,MX
leoncountyfl.gov,9177,leoncountyfl.gov,mxa-00169a01.gslb.pphosted.com.,100,IN,MX
leonianj.gov,3672,leonianj.gov,aspmx.l.google.com.,1,IN,MX
leonpa.gov,12048,leonpa.gov,mxa-00169a01.gslb.pphosted.com.,100,IN,MX
leonvalleytexas.gov,3677,leonvalleytexas.gov,leonvalleytexas-gov.mail.protection.outlook.com.,0,IN,MX
leonvotes.gov,9180,leonvotes.gov,mxa-00169a01.gslb.pphosted.com.,100,IN,MX
leroytownship-mi.gov,3678,leroytownship-mi.gov,d104595b.ess.barracudanetworks.com.,10,IN,MX
leroytwp-calhounmi.gov,3680,leroytwp-calhounmi.gov,leroytwp-calhounmi.gov.,0,IN,MX
lewesbpwde.gov,3681,lewesbpwde.gov,d282825a.ess.barracudanetworks.com.,1,IN,MX
lewisborony.gov,7884,lewisborony.gov,lewisborony-gov.mail.protection.outlook.com.,10,IN,MX
lewisburgtn.gov,3683,lewisburgtn.gov,mx1.emailsrvr.com.,10,IN,MX
lewiscountyky.gov,9181,lewiscountyky.gov,inbound-smtp.us-east-1.amazonaws.com.,10,IN,MX
lewiscountyny.gov,9182,lewiscountyny.gov,mail.lewiscountyny.gov.,10,IN,MX
lewiscountytn.gov,9184,lewiscountytn.gov,mail.lewiscountytn.gov.,0,IN,MX
lewiscountywa.gov,9185,lewiscountywa.gov,lewiscountywa-gov.mail.protection.outlook.com.,10,IN,MX
lewistonmaine.gov,3685,lewistonmaine.gov,d304162a.ess.barracudanetworks.com.,1,IN,MX
lexington-ma.gov,3693,lexington-ma.gov,d249989a.ess.barracudanetworks.com.,10,IN,MX
lexingtonil.gov,3690,lexingtonil.gov,aspmx.l.google.com.,1,IN,MX
lexingtonky.gov,3692,lexingtonky.gov,lexingtonky-gov.mail.protection.outlook.com.,0,IN,MX
lexingtonma.gov,3695,lexingtonma.gov,d249991a.ess.barracudanetworks.com.,10,IN,MX
lexingtonnc.gov,3697,lexingtonnc.gov,lexingtonnc-gov.mail.protection.outlook.com.,0,IN,MX
lexingtonok.gov,3698,lexingtonok.gov,lexingtonok-gov.mail.protection.outlook.com.,10,IN,MX
lexingtontn.gov,3699,lexingtontn.gov,lexingtontn-gov.mail.protection.outlook.com.,0,IN,MX
lexingtonva.gov,3700,lexingtonva.gov,lexingtonva-gov.mail.protection.outlook.com.,0,IN,MX
leyeslaboralesdecolorado.gov,12956,leyeslaboralesdecolorado.gov,leyeslaboralesdecolorado.gov.,0,IN,MX
lhcaz.gov,3702,lhcaz.gov,d128441a.ess.barracudanetworks.com.,10,IN,MX
libertycounty-ga.gov,9190,libertycounty-ga.gov,libertycountyga-gov03c.mail.protection.outlook.com.,0,IN,MX
libertycountyflsoe.gov,9189,libertycountyflsoe.gov,mx1.mtaroutes.com.,10,IN,MX
libertycountymt.gov,9193,libertycountymt.gov,d314355a.ess.barracudanetworks.com.,10,IN,MX
libertygrovewi.gov,3703,libertygrovewi.gov,aspmx.l.google.com.,1,IN,MX
libertyhillssewer.gov,12049,libertyhillssewer.gov,mail.libertyhillssewer.gov.,0,IN,MX
libertyhilltx.gov,3708,libertyhilltx.gov,libertyhilltx-gov.mail.protection.outlook.com.,10,IN,MX
libertyin.gov,3710,libertyin.gov,smtp.secureserver.net.,0,IN,MX
libertylakewa.gov,3712,libertylakewa.gov,libertylakewa-gov.mail.protection.outlook.com.,0,IN,MX
libertylakewapd.gov,3713,libertylakewapd.gov,libertylakewapd-gov.mail.protection.outlook.com.,0,IN,MX
libertymissouri.gov,3715,libertymissouri.gov,mail1.libertymo.gov.,10,IN,MX
libertymo.gov,3716,libertymo.gov,mail1.libertymo.gov.,10,IN,MX
libertytwpadamspa.gov,3718,libertytwpadamspa.gov,mail.libertytwpadamspa.gov.,0,IN,MX
lickingcounty.gov,9194,lickingcounty.gov,lickingcounty-mx.email-protect.gosecure.net.,10,IN,MX
lighthousepointfl.gov,3720,lighthousepointfl.gov,lighthousepointfl-gov.mx1.arsmtp.com.,10,IN,MX
ligonier-in.gov,3721,ligonier-in.gov,ligonierin-gov02b.mail.protection.outlook.com.,0,IN,MX
limatownshipmi.gov,3723,limatownshipmi.gov,mx1.mtaroutes.com.,10,IN,MX
limestonecounty-al.gov,9195,limestonecounty-al.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
limestonecountyema-al.gov,9197,limestonecountyema-al.gov,mx.teklinks.com.,5,IN,MX
limingtonmaine.gov,3726,limingtonmaine.gov,imingtonmaine.gov.,0,IN,MX
lincolnadamscountywi.gov,3728,lincolnadamscountywi.gov,mail.lincolnadamscountywi.gov.,10,IN,MX
lincolnca.gov,3730,lincolnca.gov,d232276a.ess.barracudanetworks.com.,0,IN,MX
lincolncountyga.gov,9198,lincolncountyga.gov,lincolncountyga-gov.mail.protection.outlook.com.,0,IN,MX
lincolncountyid.gov,9199,lincolncountyid.gov,lincolncountyid-gov.mail.protection.outlook.com.,0,IN,MX
lincolncountymoclerk.gov,9200,lincolncountymoclerk.gov,lcclerk.com.snwlhosted.com.,0,IN,MX
lincolncountync.gov,9201,lincolncountync.gov,mxa-0066bd01.gslb.pphosted.com.,10,IN,MX
lincolncountyne.gov,9203,lincolncountyne.gov,lincolncountyne-gov.mail.protection.outlook.com.,0,IN,MX
lincolncountynm.gov,9204,lincolncountynm.gov,lincolncountynm.gov.1.0001.arsmtp.com.,10,IN,MX
lincolncountynv.gov,9206,lincolncountynv.gov,mail.mailroute.net.,10,IN,MX
lincolncountytn.gov,9209,lincolncountytn.gov,aspmx.l.google.com.,1,IN,MX
lincolncountywy.gov,9216,lincolncountywy.gov,aspmx.l.google.com.,1,IN,MX
lincolnil.gov,3731,lincolnil.gov,lincolnil-gov.mail.protection.outlook.com.,0,IN,MX
lincolnshirefdil.gov,12050,lincolnshirefdil.gov,lincolnshirefdil.gov.,0,IN,MX
lincolnshireil.gov,3732,lincolnshireil.gov,d175007a.ess.barracudanetworks.com.,10,IN,MX
lindaletx.gov,3735,lindaletx.gov,lindaletx.gov.1.0001.arsmtp.com.,10,IN,MX
linden-nj.gov,3739,linden-nj.gov,aspmx.l.google.com.,1,IN,MX
lindenfd-nj.gov,3736,lindenfd-nj.gov,smtp.google.com.,1,IN,MX
lindenlibrary-nj.gov,12052,lindenlibrary-nj.gov,aspmx.l.google.com.,1,IN,MX
lindentx.gov,3743,lindentx.gov,mx1-us1.ppe-hosted.com.,20,IN,MX
lindenwoldnj.gov,3746,lindenwoldnj.gov,mx1.mtaroutes.com.,0,IN,MX
lindon.gov,3749,lindon.gov,mx-01-us-east-2.prod.hydra.sophos.com.,1,IN,MX
lindsborgks.gov,3751,lindsborgks.gov,lindsborgks-gov.mail.protection.outlook.com.,0,IN,MX
linncosomo.gov,9217,linncosomo.gov,linncosomo-gov.mail.protection.outlook.com.,10,IN,MX
linncounty-ia.gov,9218,linncounty-ia.gov,mail.linncounty-ia.gov.,10,IN,MX
linncountyiowa.gov,9219,linncountyiowa.gov,fortimail.linncounty.org.,10,IN,MX
linndalevillage-oh.gov,3752,linndalevillage-oh.gov,linndalevillageoh-gov03i.mail.protection.outlook.com.,0,IN,MX
lisbonwi.gov,3754,lisbonwi.gov,aspmx.l.google.com.,1,IN,MX
litchfield-nh.gov,3760,litchfield-nh.gov,aspmx.l.google.com.,10,IN,MX
litchfieldnh.gov,3764,litchfieldnh.gov,aspmx.l.google.com.,1,IN,MX
litchfieldpark.gov,3769,litchfieldpark.gov,litchfieldpark-gov.mail.protection.outlook.com.,0,IN,MX
littleforkmn.gov,3770,littleforkmn.gov,littleforkmn.gov.,10,IN,MX
littlerock.gov,3772,littlerock.gov,mail.littlerock.gov.,10,IN,MX
littlerockar.gov,3771,littlerockar.gov,mail.littlerockar.gov.,10,IN,MX
livermoreca.gov,3773,livermoreca.gov,livermoreca-gov.mail.protection.outlook.com.,0,IN,MX
livermorefireco.gov,11853,livermorefireco.gov,mail.livermorefireco.gov.,0,IN,MX
livingstonca.gov,3774,livingstonca.gov,livingstonca-gov.mail.protection.outlook.com.,0,IN,MX
livingstoncountyil.gov,9224,livingstoncountyil.gov,aspmx.l.google.com.,1,IN,MX
livingstonparishla.gov,9225,livingstonparishla.gov,d144122a.ess.barracudanetworks.com.,10,IN,MX
livingstontx.gov,3775,livingstontx.gov,livingstontx-gov.mail.protection.outlook.com.,0,IN,MX
livonia.gov,3776,livonia.gov,livonia.in.tmes.trendmicro.com.,0,IN,MX
llnl.gov,10614,llnl.gov,mxb-00379502.gslb.gpphosted.com.,10,IN,MX
loc.gov,11768,loc.gov,mx22.loc.gov.,5,IN,MX
localcommunitystabilizationauthoritymi.gov,12961,localcommunitystabilizationauthoritymi.gov,aspmx.l.google.com.,1,IN,MX
lockhavenpa.gov,3777,lockhavenpa.gov,LOCKHAVENPA-GOV.mail.protection.outlook.com.,0,IN,MX
lockportny.gov,3779,lockportny.gov,mf1.digitaltowpath.org.,10,IN,MX
locustgrove-ga.gov,3780,locustgrove-ga.gov,locustgrovega-gov02i.mail.protection.outlook.com.,10,IN,MX
lodi.gov,3781,lodi.gov,mx1.hc4413-66.iphmx.com.,10,IN,MX
logancountyco.gov,9229,logancountyco.gov,logancountyco-gov.mail.protection.outlook.com.,0,IN,MX
logancountyil.gov,9230,logancountyil.gov,logancountyil.gov.1.arsmtp.com.,10,IN,MX
logancountyks.gov,9232,logancountyks.gov,logancountyks-gov.mail.protection.outlook.com.,0,IN,MX
logancountyky.gov,9233,logancountyky.gov,aspmx.l.google.com.,1,IN,MX
logancountyohio.gov,9238,logancountyohio.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
loganengineeroh.gov,9240,loganengineeroh.gov,mail.loganengineeroh.gov.,0,IN,MX
loganhealthohio.gov,12056,loganhealthohio.gov,loganhealthohio-gov.mail.protection.outlook.com.,0,IN,MX
logantownship-pa.gov,7886,logantownship-pa.gov,d316839a.ess.barracudanetworks.com.,10,IN,MX
loganville-ga.gov,3783,loganville-ga.gov,loganville-ga.gov.1.0001.arsmtp.com.,10,IN,MX
login.gov,11384,login.gov,aspmx.l.google.com.,10,IN,MX
logismn.gov,12058,logismn.gov,mailr1.logis.org.,10,IN,MX
lomalinda-ca.gov,3785,lomalinda-ca.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
londonbritaintownship-pa.gov,3787,londonbritaintownship-pa.gov,mail.londonbritaintownship-pa.gov.,10,IN,MX
londonderrynh.gov,3790,londonderrynh.gov,londonderrynh.gov.,0,IN,MX
londonderrynhfire.gov,3788,londonderrynhfire.gov,d308023a.ess.barracudanetworks.com.,99,IN,MX
londonderrynhpd.gov,3791,londonderrynhpd.gov,londonderrynhpd-gov.mail.protection.outlook.com.,0,IN,MX
londonky.gov,3792,londonky.gov,aspmx.l.google.com.,1,IN,MX
londonohio.gov,3797,londonohio.gov,aspmx.l.google.com.,1,IN,MX
londontwpmi.gov,3802,londontwpmi.gov,londontwpmi.gov.,0,IN,MX
longbeach.gov,3803,longbeach.gov,mxa-00539a01.gslb.pphosted.com.,10,IN,MX
longbeachms.gov,3805,longbeachms.gov,longbeachms-gov.mail.protection.outlook.com.,0,IN,MX
longbeachny.gov,3806,longbeachny.gov,d206205a.ess.barracudanetworks.com.,5,IN,MX
longbeachwa.gov,3808,longbeachwa.gov,longbeachwa-gov.mail.protection.outlook.com.,10,IN,MX
longcountyga.gov,9243,longcountyga.gov,aspmx.l.google.com.,5,IN,MX
longgroveil.gov,3809,longgroveil.gov,smtp1-msp.securence.com.,5,IN,MX
longhillnj.gov,3811,longhillnj.gov,longhillnj-gov.mail.protection.outlook.com.,0,IN,MX
longlakemn.gov,3814,longlakemn.gov,aspmx.l.google.com.,1,IN,MX
longmontcolorado.gov,3817,longmontcolorado.gov,longmontcolorado-gov.mail.protection.outlook.com.,0,IN,MX
longportnj.gov,3818,longportnj.gov,mail.longportnj.gov.,0,IN,MX
longviewnc.gov,3819,longviewnc.gov,smtp.longviewnc.gov.,10,IN,MX
longviewtexas.gov,3823,longviewtexas.gov,aspmx.l.google.com.,1,IN,MX
lonokedistrictcourtar.gov,12059,lonokedistrictcourtar.gov,LONOKEDISTRICTCOURTAR-GOV.mail.protection.outlook.com.,0,IN,MX
loraincountyohio.gov,9246,loraincountyohio.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
lorenatx.gov,3825,lorenatx.gov,lorenatx-gov.mail.protection.outlook.com.,0,IN,MX
losaltosca.gov,3826,losaltosca.gov,losaltosca-gov.mail.protection.outlook.com.,0,IN,MX
losgatosca.gov,3827,losgatosca.gov,losgatosca-gov.mail.protection.outlook.com.,0,IN,MX
loslunasnm.gov,3828,loslunasnm.gov,loslunasnm-gov.mail.protection.outlook.com.,0,IN,MX
losranchosnm.gov,3829,losranchosnm.gov,east.smtp.mx.exch031.serverdata.net.,15,IN,MX
lott-tx.gov,3831,lott-tx.gov,lotttx-gov01b.mail.protection.outlook.com.,0,IN,MX
loudoncounty-tn.gov,9248,loudoncounty-tn.gov,mxb-0035fb01.gslb.pphosted.com.,10,IN,MX
loudontn911.gov,12060,loudontn911.gov,loudontn911.gov.,0,IN,MX
loudoun.gov,9250,loudoun.gov,mxa-002f9a02.gslb.pphosted.com.,10,IN,MX
louisacounty.gov,9252,louisacounty.gov,louisacounty-gov.mail.protection.outlook.com.,0,IN,MX
louisacountyia.gov,9253,louisacountyia.gov,louisacountyia-gov.mail.protection.outlook.com.,0,IN,MX
louisburgkansas.gov,3832,louisburgkansas.gov,louisburgkansas-gov.mail.protection.outlook.com.,0,IN,MX
louisiana.gov,12962,louisiana.gov,mx0b-00188601.pphosted.com.,10,IN,MX
louisianamo.gov,3833,louisianamo.gov,louisianamo-gov.mail.protection.outlook.com.,0,IN,MX
louisvilleco.gov,3834,louisvilleco.gov,louisvilleco-gov.mail.protection.outlook.com.,0,IN,MX
louisvillega.gov,3835,louisvillega.gov,louisvillega-gov.mail.protection.outlook.com.,0,IN,MX
louisvilleky.gov,3836,louisvilleky.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
louisvilleohio.gov,3838,louisvilleohio.gov,louisvilleohio-gov.mail.protection.outlook.com.,0,IN,MX
louisvilletn.gov,3841,louisvilletn.gov,aspmx.l.google.com.,1,IN,MX
loupcountyne.gov,9254,loupcountyne.gov,loupcountyne-gov.mail.protection.outlook.com.,0,IN,MX
lovejoy-ga.gov,3844,lovejoy-ga.gov,mx1c25.carrierzone.com.,10,IN,MX
lovelandoh.gov,3848,lovelandoh.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
lovettsvilleva.gov,3851,lovettsvilleva.gov,lovettsvilleva-gov.mail.protection.outlook.com.,10,IN,MX
lovingnm.gov,3852,lovingnm.gov,lovingnm-gov.mail.protection.outlook.com.,0,IN,MX
lowellarkansas.gov,3853,lowellarkansas.gov,lowellarkansas-gov.mail.protection.outlook.com.,0,IN,MX
lowellma.gov,3855,lowellma.gov,d11456a.ess.barracudanetworks.com.,10,IN,MX
lowellmi.gov,3856,lowellmi.gov,lowellmi-gov.mail.protection.outlook.com.,0,IN,MX
lowerallowayscreek-nj.gov,3857,lowerallowayscreek-nj.gov,lowerallowayscreeknj-gov04e.mail.protection.outlook.com.,0,IN,MX
lowerchancefordtwppa.gov,3858,lowerchancefordtwppa.gov,mail.lowerchancefordtwppa.gov.,0,IN,MX
lowerpaxton-pa.gov,3859,lowerpaxton-pa.gov,lowerpaxtonpa-gov02i.mail.protection.outlook.com.,0,IN,MX
lowndes-al.gov,9255,lowndes-al.gov,lowndesal-gov01i.mail.protection.outlook.com.,0,IN,MX
lowndescountyga.gov,9256,lowndescountyga.gov,lowndescountyga.gov.1.arsmtp.com.,10,IN,MX
loxahatcheegrovesfl.gov,3860,loxahatcheegrovesfl.gov,loxahatcheegrovesfl-gov.mail.protection.outlook.com.,0,IN,MX
lps.gov,10543,lps.gov,smtp.lps.gov.,10,IN,MX
lptami.gov,12063,lptami.gov,mx1.mtaroutes.com.,10,IN,MX
lrboi-nsn.gov,13669,lrboi-nsn.gov,LRBOINSN-GOV01c.mail.protection.outlook.com.,0,IN,MX
lreab.gov,12965,lreab.gov,d306816a.ess.barracudanetworks.com.,11,IN,MX
lrec.gov,12967,lrec.gov,d306816a.ess.barracudanetworks.com.,11,IN,MX
lrsa-nj.gov,11858,lrsa-nj.gov,aspmx.l.google.com.,1,IN,MX
lsc-mn.gov,9258,lsc-mn.gov,aspmx.l.google.com.,1,IN,MX
lsc.gov,11446,lsc.gov,lsc-gov.mail.protection.outlook.com.,0,IN,MX
lslbc.gov,12970,lslbc.gov,d304552a.ess.barracudanetworks.com.,10,IN,MX
ltbbodawa-nsn.gov,13670,ltbbodawa-nsn.gov,ltbbodawansn-gov02c.mail.protection.outlook.com.,0,IN,MX
lubbockcounty.gov,9264,lubbockcounty.gov,d177723a.ess.barracudanetworks.com.,0,IN,MX
