queried,exchange,preference,class,type
bedfordtx.gov,bedfordtx-gov.mail.protection.outlook.com.,0,IN,MX
bedfordva.gov,d200597a.ess.barracudanetworks.com.,0,IN,MX
bedfordva.gov,d200597b.ess.barracudanetworks.com.,5,IN,MX
beecavetexas.gov,mx104.us.everycloudtech.com.,40,IN,MX
beecavetexas.gov,mx102.us.everycloudtech.com.,20,IN,MX
beecavetexas.gov,mx103.us.everycloudtech.com.,30,IN,MX
beecavetexas.gov,mx101.us.everycloudtech.com.,10,IN,MX
belaireks.gov,belaireks-gov.mail.protection.outlook.com.,0,IN,MX
belen-nm.gov,d292436a.ess.barracudanetworks.com.,10,IN,MX
belen-nm.gov,d292436b.ess.barracudanetworks.com.,20,IN,MX
belgiumwi.gov,belgiumwi-gov.mx2.arsmtp.com.,20,IN,MX
belgiumwi.gov,belgiumwi-gov.mx1.arsmtp.com.,30,IN,MX
belgrademt.gov,belgrademt-gov.mail.protection.outlook.com.,10,IN,MX
bellairetx.gov,bellairetx-gov.mail.protection.outlook.com.,10,IN,MX
bellavistaar.gov,bellavistaar-gov.mail.protection.outlook.com.,0,IN,MX
belleairbluffs-fl.gov,belleairbluffsfl-gov03e.mail.protection.outlook.com.,0,IN,MX
bellefontepa.gov,mx02.hornetsecurity.com.,20,IN,MX
bellefontepa.gov,mx03.hornetsecurity.com.,30,IN,MX
bellefontepa.gov,mx04.hornetsecurity.com.,40,IN,MX
bellefontepa.gov,mx01.hornetsecurity.com.,10,IN,MX
belleislefl.gov,belleislefl-gov.mail.protection.outlook.com.,0,IN,MX
bellemeade-ky.gov,alt2.aspmx.l.google.com.,5,IN,MX
bellemeade-ky.gov,aspmx.l.google.com.,1,IN,MX
bellemeade-ky.gov,aspmx2.googlemail.com.,10,IN,MX
bellemeade-ky.gov,aspmx3.googlemail.com.,10,IN,MX
bellemeade-ky.gov,alt1.aspmx.l.google.com.,5,IN,MX
belleplaineiowa.gov,belleplaineiowa-gov.mail.protection.outlook.com.,0,IN,MX
belleplainemn.gov,mail.ci.belleplaine.mn.us.,10,IN,MX
belleriveacresmo.gov,aspmx.l.google.com.,1,IN,MX
belleriveacresmo.gov,alt1.aspmx.l.google.com.,5,IN,MX
belleriveacresmo.gov,alt3.aspmx.l.google.com.,10,IN,MX
belleriveacresmo.gov,alt4.aspmx.l.google.com.,10,IN,MX
belleriveacresmo.gov,alt2.aspmx.l.google.com.,5,IN,MX
belleriveacresmo.gov,njzr2wvvpco3lyookqldnig7iunihuwex7oyges2qyqkz3tp2fqq.mx-verification.google.com.,15,IN,MX
bellevueia.gov,bellevueia-gov.mail.protection.outlook.com.,0,IN,MX
bellevuewa.gov,bellevuewa-gov.mail.protection.outlook.com.,10,IN,MX
bellmeadtx.gov,bellmeadtx-gov.mail.protection.outlook.com.,0,IN,MX
bellportvillageny.gov,aspmx2.googlemail.com.,40,IN,MX
bellportvillageny.gov,aspmx3.googlemail.com.,50,IN,MX
bellportvillageny.gov,aspmx.l.google.com.,10,IN,MX
bellportvillageny.gov,alt1.aspmx.l.google.com.,20,IN,MX
bellportvillageny.gov,alt2.aspmx.l.google.com.,30,IN,MX
belmont.gov,belmont-gov.mail.protection.outlook.com.,0,IN,MX
belmont-ma.gov,d246794a.ess.barracudanetworks.com.,5,IN,MX
belmont-ma.gov,d246794b.ess.barracudanetworks.com.,6,IN,MX
belmontnh.gov,belmontnh-gov.mail.eo.outlook.com.,0,IN,MX
beloitwi.gov,d289085b.ess.barracudanetworks.com.,20,IN,MX
beloitwi.gov,d289085a.ess.barracudanetworks.com.,15,IN,MX
beltontexas.gov,mx0a-0085df01.pphosted.com.,0,IN,MX
beltontexas.gov,mx0b-0085df01.pphosted.com.,0,IN,MX
belvidereil.gov,smtp.boonecountyil.gov.,0,IN,MX
belvidereil.gov,smtp2.boonecountyil.gov.,10,IN,MX
belviderepoliceil.gov,smtp2.boonecountysheriff.com.,10,IN,MX
belviderepoliceil.gov,smtp.boonecountysheriff.com.,0,IN,MX
belvideretownshipmi.gov,belvideretownshipmi.gov.,0,IN,MX
benbrook-tx.gov,benbrooktx-gov02b.mail.protection.outlook.com.,10,IN,MX
bendoregon.gov,bendoregon-gov.mail.protection.outlook.com.,0,IN,MX
benningtonne.gov,mail.benningtonne.gov.,0,IN,MX
benningtontownshipmi.gov,mail5008.site4now.net.,10,IN,MX
bensalempa.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
bensalempa.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
bensonaz.gov,bensonaz-gov.mail.protection.outlook.com.,0,IN,MX
bentleyks.gov,mx00.ionos.com.,0,IN,MX
bentleyks.gov,mx01.ionos.com.,10,IN,MX
bentonchartertownship-mi.gov,bentonchartertownship-mi.gov.snwlhosted.com.,10,IN,MX
bentonil.gov,alt2.aspmx.l.google.com.,5,IN,MX
bentonil.gov,aspmx.l.google.com.,1,IN,MX
bentonil.gov,alt3.aspmx.l.google.com.,10,IN,MX
bentonil.gov,alt4.aspmx.l.google.com.,10,IN,MX
bentonil.gov,alt1.aspmx.l.google.com.,5,IN,MX
bentonwi.gov,alt2.aspmx.l.google.com.,5,IN,MX
bentonwi.gov,alt1.aspmx.l.google.com.,5,IN,MX
bentonwi.gov,aspmx.l.google.com.,1,IN,MX
bentonwi.gov,shz5w6rgbtbxwgi7kden6rzao2ce5yl7x5h5egv2nbg5rmb6vw6q.mx-verification.google.com.,15,IN,MX
bentonwi.gov,alt4.aspmx.l.google.com.,10,IN,MX
bentonwi.gov,alt3.aspmx.l.google.com.,10,IN,MX
bereaky.gov,bereaky-gov.mail.protection.outlook.com.,0,IN,MX
bergenfieldnj.gov,d272313b.ess.barracudanetworks.com.,5,IN,MX
bergenfieldnj.gov,bergenfieldnj-gov.mail.protection.outlook.com.,99,IN,MX
bergenfieldnj.gov,d272313a.ess.barracudanetworks.com.,0,IN,MX
bergenfieldnjpd.gov,bergenfieldnjpd-gov.mail.protection.outlook.com.,0,IN,MX
berkeleyca.gov,berkeleyca-gov.mail.protection.outlook.com.,0,IN,MX
berlinal.gov,berlinal-gov.mail.protection.outlook.com.,0,IN,MX
berlinct.gov,berlinct-gov.mail.protection.outlook.com.,0,IN,MX
berlinnh.gov,us-smtp-inbound-2.mimecast.com.,20,IN,MX
berlinnh.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
berlinnhpd.gov,us-smtp-inbound-2.mimecast.com.,20,IN,MX
berlinnhpd.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
berlintwpioniami.gov,berlintwpioniami-gov.mail.protection.outlook.com.,0,IN,MX
berlinvt.gov,berlinvt-gov.mail.protection.outlook.com.,0,IN,MX
bernardsville.gov,alt2.aspmx.l.google.com.,5,IN,MX
bernardsville.gov,aspmx.l.google.com.,1,IN,MX
bernardsville.gov,alt4.aspmx.l.google.com.,10,IN,MX
bernardsville.gov,alt1.aspmx.l.google.com.,5,IN,MX
bernardsville.gov,alt3.aspmx.l.google.com.,10,IN,MX
berryvillear.gov,berryvillear-gov.mail.protection.outlook.com.,0,IN,MX
berryvilleva.gov,d241749b.ess.barracudanetworks.com.,10,IN,MX
berryvilleva.gov,d241749a.ess.barracudanetworks.com.,0,IN,MX
berthold-nd.gov,berthold-nd.gov.,0,IN,MX
berwickpa.gov,mail.berwickpa.gov.,0,IN,MX
berwynheightsmd.gov,berwynheightsmd-gov.mail.protection.outlook.com.,0,IN,MX
berwyn-il.gov,cluster5a.us.messagelabs.com.,20,IN,MX
berwyn-il.gov,mail.ci.berwyn.il.us.,30,IN,MX
berwyn-il.gov,cluster5.us.messagelabs.com.,10,IN,MX
bethanytownshipmi.gov,mx2.emailsrvr.com.,20,IN,MX
bethanytownshipmi.gov,mx1.emailsrvr.com.,10,IN,MX
bethel-ct.gov,aspmx.l.google.com.,1,IN,MX
bethel-ct.gov,alt3.aspmx.l.google.com.,10,IN,MX
bethel-ct.gov,alt4.aspmx.l.google.com.,10,IN,MX
bethel-ct.gov,alt2.aspmx.l.google.com.,5,IN,MX
bethel-ct.gov,alt1.aspmx.l.google.com.,5,IN,MX
bethel-oh.gov,spamtitan.ybjsystems.com.,10,IN,MX
bethel-oh.gov,spamtitan2.ybjsystems.com.,10,IN,MX
bethelparkpa.gov,bethelparkpa-gov.mail.protection.outlook.com.,0,IN,MX
bethelparkpapolice.gov,bethelparkpapolice-gov.mail.protection.outlook.com.,0,IN,MX
betheltwplebanon.gov,betheltwplebanon-gov.mail.protection.outlook.com.,0,IN,MX
bethlehemnj.gov,mail.bethlehemnj.gov.,10,IN,MX
bethlehem-pa.gov,d149663b.ess.barracudanetworks.com.,20,IN,MX
bethlehem-pa.gov,d149663a.ess.barracudanetworks.com.,10,IN,MX
bethlehemwv.gov,bethlehemwv-gov.mail.protection.outlook.com.,0,IN,MX
bettendorf.gov,email1.bettendorf.org.,10,IN,MX
beverlyhills-ca.gov,snitch.beverlyhills-ca.gov.,0,IN,MX
beverlyhills-ca.gov,mail.ci.beverly-hills.ca.us.,10,IN,MX
beverlyhillsca.gov,snitch.beverlyhillsca.gov.,0,IN,MX
beverlyhillsca.gov,mail.ci.beverly-hills.ca.us.,10,IN,MX
beverlyhillstx.gov,beverlyhillstx-gov.mail.protection.outlook.com.,0,IN,MX
beverlyma.gov,alt1.aspmx.l.google.com.,5,IN,MX
beverlyma.gov,alt2.aspmx.l.google.com.,5,IN,MX
beverlyma.gov,aspmx.l.google.com.,1,IN,MX
beverlyma.gov,alt3.aspmx.l.google.com.,10,IN,MX
beverlyma.gov,alt4.aspmx.l.google.com.,10,IN,MX
bhtx.gov,d306694b.ess.barracudanetworks.com.,20,IN,MX
bhtx.gov,d306694a.ess.barracudanetworks.com.,10,IN,MX
bigflatsny.gov,bigflatsny-gov.mail.protection.outlook.com.,0,IN,MX
biggs-ca.gov,biggsca-gov01c.mail.protection.outlook.com.,0,IN,MX
bigrapidstownshipmi.gov,mx2.mtaroutes.com.,20,IN,MX
bigrapidstownshipmi.gov,mx3.mtaroutes.com.,30,IN,MX
bigrapidstownshipmi.gov,mx1.mtaroutes.com.,10,IN,MX
bigrapidstownshipmi.gov,mx4.mtaroutes.com.,40,IN,MX
bigsandytx.gov,mx2.mailchannels.net.,0,IN,MX
bigsandytx.gov,mx1.mailchannels.net.,0,IN,MX
bigwaterut.gov,alt1.aspmx.l.google.com.,5,IN,MX
bigwaterut.gov,alt2.aspmx.l.google.com.,5,IN,MX
bigwaterut.gov,aspmx.l.google.com.,1,IN,MX
bigwaterut.gov,alt3.aspmx.l.google.com.,10,IN,MX
bigwaterut.gov,alt4.aspmx.l.google.com.,10,IN,MX
billingsmt.gov,us-smtp-inbound-1.mimecast.com.,20,IN,MX
billingsmt.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
binghamton-ny.gov,mail.cityofbinghamton.com.,0,IN,MX
birminghamal911.gov,birminghamal911-gov.mail.protection.outlook.com.,0,IN,MX
birminghamal.gov,birminghamal-gov.mail.protection.outlook.com.,0,IN,MX
biscayneparkfl.gov,biscayneparkfl-gov.mail.protection.outlook.com.,0,IN,MX
bismarcknd.gov,bismarcknd-gov.mail.protection.outlook.com.,10,IN,MX
bixbyok.gov,mail.bixbyok.gov.,12,IN,MX
bixbyok.gov,mail.bixbyok.gov.,10,IN,MX
blackbrookwi.gov,blackbrookwi-gov.mail.protection.outlook.com.,0,IN,MX
blackdiamondwa.gov,blackdiamondwa-gov.mail.protection.outlook.com.,0,IN,MX
blackriverfallswi.gov,blackriverfallswi-gov.mail.protection.outlook.com.,0,IN,MX
blacksburg.gov,d284589a.ess.barracudanetworks.com.,10,IN,MX
blacksburg.gov,d284589b.ess.barracudanetworks.com.,20,IN,MX
bladensburgmd.gov,bladensburgmd-gov.mail.protection.outlook.com.,0,IN,MX
bladensburgmd.gov,mail.bladensburgmd.gov.,10,IN,MX
blainemn.gov,blainemn.gov.2.0001.arsmtp.com.,20,IN,MX
blainemn.gov,blainemn.gov.1.0001.arsmtp.com.,10,IN,MX
blainetn.gov,mail.blainetn.gov.,0,IN,MX
blairsville-ga.gov,mx.blairsville-ga.gov.,30,IN,MX
blairtownshipmi.gov,blairtownshipmi-gov.mail.protection.outlook.com.,10,IN,MX
blanchardla.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
blanchardla.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
blanchardvillewi.gov,BLANCHARDVILLEWI-GOV.mail.protection.outlook.com.,10,IN,MX
blanding-ut.gov,aspmx.l.google.com.,1,IN,MX
blanding-ut.gov,aspmx2.googlemail.com.,10,IN,MX
blanding-ut.gov,alt1.aspmx.l.google.com.,5,IN,MX
blanding-ut.gov,alt2.aspmx.l.google.com.,5,IN,MX
blendontownship-mi.gov,blendontownshipmi-gov03i.mail.protection.outlook.com.,0,IN,MX
blissfieldmichigan.gov,mx1.mtaroutes.com.,10,IN,MX
blissfieldmichigan.gov,mx3.mtaroutes.com.,30,IN,MX
blissfieldmichigan.gov,mx2.mtaroutes.com.,20,IN,MX
blissfieldmichigan.gov,mx4.mtaroutes.com.,40,IN,MX
bloomfieldct.gov,bloomfieldct-gov.mail.protection.outlook.com.,0,IN,MX
bloomfieldnm.gov,bloomfieldnm-gov.mail.protection.outlook.com.,0,IN,MX
bloomingdale-ga.gov,bloomingdalega-gov03b.mail.protection.outlook.com.,0,IN,MX
bloominggrove-ny.gov,bloominggroveny-gov03c.mail.protection.outlook.com.,0,IN,MX
bloomingtonelectionsil.gov,bloomingtonelectionsil-gov.mail.protection.outlook.com.,0,IN,MX
bloomingtonil.gov,bloomingtonil-gov.mail.protection.outlook.com.,0,IN,MX
bloomingtonmn.gov,bloomingtonmn.gov.2.arsmtp.com.,20,IN,MX
bloomingtonmn.gov,bloomingtonmn.gov.1.arsmtp.com.,10,IN,MX
blossomtexas.gov,blossomtexas.gov.,10,IN,MX
bluehillme.gov,bluehillme-gov.mail.protection.outlook.com.,0,IN,MX
bluemoundtexas.gov,alt4.aspmx.l.google.com.,10,IN,MX
bluemoundtexas.gov,alt1.aspmx.l.google.com.,5,IN,MX
bluemoundtexas.gov,alt2.aspmx.l.google.com.,5,IN,MX
bluemoundtexas.gov,aspmx.l.google.com.,1,IN,MX
bluemoundtexas.gov,alt3.aspmx.l.google.com.,10,IN,MX
bluemountain-ms.gov,bluemountain-ms.gov.inbound.emailservice.cc.,20,IN,MX
bluemountain-ms.gov,bluemountain-ms.gov.inbound.emailservice.io.,10,IN,MX
bluemountain-ms.gov,bluemountain-ms.gov.inbound.emailservice.co.,30,IN,MX
bluffcitytn.gov,mx2.emailsrvr.com.,20,IN,MX
bluffcitytn.gov,mx1.emailsrvr.com.,10,IN,MX
bluffdale.gov,bluffdale-gov.mail.protection.outlook.com.,0,IN,MX
blufftonindiana.gov,blufftonindiana-gov.mail.protection.outlook.com.,0,IN,MX
boazwi.gov,mx2.emailsrvr.com.,20,IN,MX
boazwi.gov,mx1.emailsrvr.com.,10,IN,MX
bocaraton-fl.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
bocaraton-fl.gov,usb-smtp-inbound-2.mimecast.com.,10,IN,MX
boerne-tx.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
boerne-tx.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
boltonct.gov,boltonct-gov.mail.protection.outlook.com.,10,IN,MX
bolton-ma.gov,mx-cluster-usa03.hornetsecurity.com.,30,IN,MX
bolton-ma.gov,mx-cluster-usa02.hornetsecurity.com.,20,IN,MX
bolton-ma.gov,mx-cluster-usa01.hornetsecurity.com.,10,IN,MX
bolton-ma.gov,mx-cluster-usa04.hornetsecurity.com.,40,IN,MX
bonneytexas.gov,bonneytexas.gov.,0,IN,MX
booneiowa.gov,booneiowa-gov.mail.protection.outlook.com.,0,IN,MX
booneville-ms.gov,boonevillems-gov02e.mail.protection.outlook.com.,0,IN,MX
borgertx.gov,borgertx-gov.mail.protection.outlook.com.,0,IN,MX
boscawennh.gov,boscawennh.gov.2.0001.arsmtp.com.,20,IN,MX
boscawennh.gov,boscawennh.gov.1.0001.arsmtp.com.,10,IN,MX
boscobelwi.gov,mail.boscobelwi.gov.,10,IN,MX
bosquefarmsnm.gov,bosquefarmsnm-gov.mail.protection.outlook.com.,0,IN,MX
boston.gov,mxa-00241402.gslb.pphosted.com.,10,IN,MX
boston.gov,mxb-00241402.gslb.pphosted.com.,10,IN,MX
bothellwa.gov,bothellwa-gov.mail.protection.outlook.com.,10,IN,MX
bouldercolorado.gov,bouldercolorado-gov.mail.protection.outlook.com.,1,IN,MX
bountiful.gov,bountiful-gov.mail.protection.outlook.com.,0,IN,MX
bountifulutah.gov,bountifulutah-gov.mail.protection.outlook.com.,0,IN,MX
bourbon-in.gov,bourbonin-gov01i.mail.protection.outlook.com.,0,IN,MX
boveymn.gov,boveymn-gov.mail.protection.outlook.com.,0,IN,MX
bowdoinmaine.gov,mx2-us1.ppe-hosted.com.,200,IN,MX
bowdoinmaine.gov,mx1-us1.ppe-hosted.com.,100,IN,MX
bowersde.gov,mail.bowersde.gov.,0,IN,MX
bowlinggreen-mo.gov,bowlinggreenmo-gov03b.mail.protection.outlook.com.,0,IN,MX
bowmar.gov,bowmar-gov.mail.protection.outlook.com.,0,IN,MX
bownh.gov,bownh-gov.mail.protection.outlook.com.,0,IN,MX
bownhpd.gov,bownhpd-gov.mail.protection.outlook.com.,0,IN,MX
boxborough-ma.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
boxborough-ma.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
boxfordma.gov,server4.hiq.com.,10,IN,MX
boxfordma.gov,mail.boxfordma.gov.,100,IN,MX
boxfordma.gov,server5.hiq.com.,20,IN,MX
boxfordma.gov,server6.hiq.com.,50,IN,MX
boyceville.gov,boyceville-gov.mail.protection.outlook.com.,0,IN,MX
boydwi.gov,alt1.aspmx.l.google.com.,5,IN,MX
boydwi.gov,alt2.aspmx.l.google.com.,5,IN,MX
boydwi.gov,aspmx.l.google.com.,1,IN,MX
boydwi.gov,alt3.aspmx.l.google.com.,10,IN,MX
boydwi.gov,alt4.aspmx.l.google.com.,10,IN,MX
boylston-ma.gov,boylstonma-gov02b.mail.protection.outlook.com.,0,IN,MX
brackettvilletx.gov,alt3.aspmx.l.google.com.,40,IN,MX
brackettvilletx.gov,alt2.aspmx.l.google.com.,30,IN,MX
brackettvilletx.gov,alt1.aspmx.l.google.com.,20,IN,MX
brackettvilletx.gov,alt4.aspmx.l.google.com.,50,IN,MX
brackettvilletx.gov,aspmx.l.google.com.,10,IN,MX
bradentonfl.gov,bradentonfl-gov.mail.protection.outlook.com.,0,IN,MX
bradfordwoods.gov,bradfordwoods-gov.inbound.emailservice.io.,10,IN,MX
bradleybeachnj.gov,aspmx.l.google.com.,1,IN,MX
bradleybeachnj.gov,alt2.aspmx.l.google.com.,5,IN,MX
bradleybeachnj.gov,alt1.aspmx.l.google.com.,5,IN,MX
bradleybeachnj.gov,alt4.aspmx.l.google.com.,10,IN,MX
bradleybeachnj.gov,alt3.aspmx.l.google.com.,10,IN,MX
brahammn.gov,mail.genesiswireless.com.,10,IN,MX
braintreema.gov,d203652a.ess.barracudanetworks.com.,10,IN,MX
braintreema.gov,d203652b.ess.barracudanetworks.com.,20,IN,MX
braintreevt.gov,mx10.mailspamprotection.com.,10,IN,MX
braintreevt.gov,mx30.mailspamprotection.com.,30,IN,MX
braintreevt.gov,mx20.mailspamprotection.com.,20,IN,MX
branford-ct.gov,branfordct-gov02b.mail.protection.outlook.com.,10,IN,MX
bransonmo.gov,mx3.dnsmadeeasy.com.,40,IN,MX
bransonmo.gov,mx2.dnsmadeeasy.com.,30,IN,MX
bransonmo.gov,mx1.dnsmadeeasy.com.,20,IN,MX
bransonmo.gov,bransonmo-gov.mail.protection.outlook.com.,0,IN,MX
bransonmo.gov,bsf.cityofbranson.org.,10,IN,MX
bransonwestmo.gov,bransonwestmo-gov.mail.protection.outlook.com.,0,IN,MX
brattleboro.gov,qietve53cr2gwssblct3cs63vcsrjk4mynolcuuk6x3qrfgnup6q.mx-verification.google.com.,15,IN,MX
brattleboro.gov,brattleboro-gov.mail.protection.outlook.com.,0,IN,MX
brattleboro.gov,smtp.google.com.,1,IN,MX
brawley-ca.gov,brawleyca-gov01i.mail.protection.outlook.com.,0,IN,MX
breckenridgetx.gov,breckenridgetx-gov.mail.protection.outlook.com.,0,IN,MX
breezypointmn.gov,breezypointmn-gov.mail.protection.outlook.com.,0,IN,MX
bremenga.gov,bremenga-gov.mail.protection.outlook.com.,0,IN,MX
bremertonwa.gov,bremertonwa-gov.mail.protection.outlook.com.,0,IN,MX
brentwoodca.gov,bseg.brentwoodca.gov.,500,IN,MX
brentwoodmd.gov,d185539a.ess.barracudanetworks.com.,5,IN,MX
brentwoodmd.gov,d185539b.ess.barracudanetworks.com.,10,IN,MX
brentwoodnh.gov,brentwoodnh-gov.mail.protection.outlook.com.,0,IN,MX
brentwoodpa.gov,BRENTWOODPA-GOV.mail.protection.outlook.com.,0,IN,MX
brentwoodtn.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
brentwoodtn.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
brewermaine.gov,d213639b.ess.barracudanetworks.com.,20,IN,MX
brewermaine.gov,d213639a.ess.barracudanetworks.com.,10,IN,MX
brewster-ma.gov,d252066b.ess.barracudanetworks.com.,10,IN,MX
brewster-ma.gov,d252066a.ess.barracudanetworks.com.,0,IN,MX
brewstervillage-ny.gov,mail.brewstervillage-ny.gov.,10,IN,MX
briarcliffmanor.gov,briarcliffmanor-gov.mail.protection.outlook.com.,5,IN,MX
bricktownship-nj.gov,mx-cluster-usa01.hornetsecurity.com.,10,IN,MX
bricktownship-nj.gov,mx-cluster-usa04.hornetsecurity.com.,40,IN,MX
bricktownship-nj.gov,mx-cluster-usa03.hornetsecurity.com.,30,IN,MX
bricktownship-nj.gov,mx-cluster-usa02.hornetsecurity.com.,20,IN,MX
bridgeportct.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
bridgeportct.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
bridgeportwv.gov,d303436a.ess.barracudanetworks.com.,10,IN,MX
bridgeportwv.gov,d303436b.ess.barracudanetworks.com.,20,IN,MX
bridgetonmo.gov,bridgetonmo-gov.mail.protection.outlook.com.,0,IN,MX
bridgeview-il.gov,bridgeview-il.gov.2.0001.arsmtp.com.,20,IN,MX
bridgeview-il.gov,bridgeview-il.gov.1.0001.arsmtp.com.,10,IN,MX
bridgewater-ct.gov,bridgewaterct-gov02i.mail.protection.outlook.com.,10,IN,MX
bridgewaternj.gov,bridgewaternj-gov.mail.protection.outlook.com.,10,IN,MX
briellenj.gov,briellenj-gov.mail.protection.outlook.com.,0,IN,MX
brightonco.gov,brightonco-gov.mail.protection.outlook.com.,0,IN,MX
brightonvt.gov,mail.brightonvt.gov.,0,IN,MX
brileytownshipmi.gov,brileytownshipmi-gov.mail.protection.outlook.com.,0,IN,MX
brillionwi.gov,brillionwi-gov.mail.protection.outlook.com.,0,IN,MX
brimfieldohio.gov,d316534a.ess.barracudanetworks.com.,1,IN,MX
brimfieldohio.gov,d316534b.ess.barracudanetworks.com.,2,IN,MX
bristolct.gov,emailfilter.bristolct.gov.,0,IN,MX
bristolnh.gov,bristolnh-gov.mail.protection.outlook.com.,0,IN,MX
bristolri.gov,bristolri-gov.mx2.arsmtp.com.,20,IN,MX
bristolri.gov,bristolri-gov.mx1.arsmtp.com.,10,IN,MX
bristowpoliceok.gov,bristowpoliceok-gov.mail.protection.outlook.com.,0,IN,MX
brla.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
brla.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
broadview-il.gov,smtp.mx.exch082.serverdata.net.,0,IN,MX
broadview-il.gov,east.smtp.mx.exch082.serverdata.net.,0,IN,MX
broadwayva.gov,broadwayva-gov.mx1.arsmtp.com.,10,IN,MX
broadwayva.gov,broadwayva-gov.mx2.arsmtp.com.,20,IN,MX
brockwaytwpmn.gov,brockwaytwpmn-gov.mail.protection.outlook.com.,10,IN,MX
brokenarrowok.gov,brokenarrowok-gov.mail.protection.outlook.com.,0,IN,MX
brokenbowokpd.gov,brokenbowokpd-gov.mail.protection.outlook.com.,0,IN,MX
brookfieldct.gov,brookfieldct-gov.mail.protection.outlook.com.,0,IN,MX
brookfieldil.gov,brookfieldil-gov.mail.protection.outlook.com.,0,IN,MX
brookfield-wi.gov,d274408a.ess.barracudanetworks.com.,0,IN,MX
brookfield-wi.gov,d274408b.ess.barracudanetworks.com.,1,IN,MX
brookfordnc.gov,mx30.antispam.mailspamprotection.com.,30,IN,MX
brookfordnc.gov,mx10.antispam.mailspamprotection.com.,10,IN,MX
brookfordnc.gov,mx20.antispam.mailspamprotection.com.,20,IN,MX
brookhavenga.gov,gw3010.fortimail.com.,0,IN,MX
brookhaven-ms.gov,brookhavenms-gov02e.mail.protection.outlook.com.,0,IN,MX
brookhavenny.gov,brookhavenny-gov.mail.protection.outlook.com.,0,IN,MX
brooklinema.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
brooklinema.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
brooklinenh.gov,brooklinenh-gov.mx1.arsmtp.com.,10,IN,MX
brooklinenh.gov,brooklinenh-gov.mx2.arsmtp.com.,20,IN,MX
brooklyncentermn.gov,mailf2.brooklyncentermn.gov.,20,IN,MX
brooklyncentermn.gov,mailf1.brooklyncentermn.gov.,10,IN,MX
brooklynohio.gov,mx1.hc5766-45.iphmx.com.,10,IN,MX
brooklynohio.gov,mx2.hc5766-45.iphmx.com.,20,IN,MX
brooklynwi.gov,brooklynwi-gov.mail.protection.outlook.com.,0,IN,MX
brookshiretx.gov,brookshiretx-gov.mail.protection.outlook.com.,30,IN,MX
brookvillepoliceny.gov,brookvillepoliceny-gov.mail.protection.outlook.com.,0,IN,MX
browndeerwi.gov,browndeerwi-gov.mail.protection.outlook.com.,0,IN,MX
brownsvilletn.gov,brownsvilletn-gov.mail.protection.outlook.com.,0,IN,MX
brownsvilletx.gov,brownsvilletx-gov.mail.protection.outlook.com.,0,IN,MX
brownsvillewi.gov,brownsvillewi-gov.mail.protection.outlook.com.,0,IN,MX
brownwoodtexas.gov,us-smtp-inbound-2.mimecast.com.,20,IN,MX
brownwoodtexas.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
brulewi.gov,alt1.aspmx.l.google.com.,5,IN,MX
brulewi.gov,alt2.aspmx.l.google.com.,5,IN,MX
brulewi.gov,aspmx.l.google.com.,1,IN,MX
brulewi.gov,alt3.aspmx.l.google.com.,10,IN,MX
brulewi.gov,alt4.aspmx.l.google.com.,10,IN,MX
brunswickmd.gov,brunswickmd.gov.1.0001.arsmtp.com.,10,IN,MX
brunswickmd.gov,brunswickmd.gov.2.0001.arsmtp.com.,20,IN,MX
brunswickohio.gov,d152383a.ess.barracudanetworks.com.,10,IN,MX
bryantx.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
bryantx.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
brycecanyoncityut.gov,alt4.aspmx.l.google.com.,10,IN,MX
brycecanyoncityut.gov,alt1.aspmx.l.google.com.,5,IN,MX
brycecanyoncityut.gov,alt2.aspmx.l.google.com.,5,IN,MX
brycecanyoncityut.gov,aspmx.l.google.com.,1,IN,MX
brycecanyoncityut.gov,alt3.aspmx.l.google.com.,10,IN,MX
brysoncitync.gov,brysoncitync-gov.mail.protection.outlook.com.,0,IN,MX
buchananga.gov,buchananga-gov.mail.protection.outlook.com.,10,IN,MX
buchanantwpmi.gov,buchanantwpmi-gov.mail.protection.outlook.com.,0,IN,MX
