queried,exchange,preference,class,type
wheelingil.gov,mx-02-us-west-2.prod.hydra.sophos.com.,10,IN,MX
whitefieldnhpd.gov,whitefieldnhpd-gov.mail.protection.outlook.com.,0,IN,MX
whitefishtownshipmi.gov,whitefishtownshipmi-gov.mail.protection.outlook.com.,0,IN,MX
whitefordtownshipmi.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
whitefordtownshipmi.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
whitehallal.gov,whitehallal-gov.mail.protection.outlook.com.,0,IN,MX
whitehouseoh.gov,whitehouseoh-gov.mail.protection.outlook.com.,0,IN,MX
whitehousetn.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
whitehousetn.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
whitepinetn.gov,whitepinetn-gov.mail.protection.outlook.com.,10,IN,MX
whiteplainsny.gov,aspmx3.googlemail.com.,30,IN,MX
whiteplainsny.gov,aspmx2.googlemail.com.,30,IN,MX
whiteplainsny.gov,alt2.aspmx.l.google.com.,20,IN,MX
whiteplainsny.gov,alt1.aspmx.l.google.com.,20,IN,MX
whiteplainsny.gov,aspmx.l.google.com.,10,IN,MX
whitesalmonwa.gov,whitesalmonwa-gov.mx1.arsmtp.com.,5,IN,MX
whitesalmonwa.gov,whitesalmonwa-gov.mx2.arsmtp.com.,10,IN,MX
whitevillenc.gov,smtp.secureserver.net.,0,IN,MX
whitevillenc.gov,mailstore1.secureserver.net.,10,IN,MX
whitewaterks.gov,whitewaterks-gov.mail.protection.outlook.com.,0,IN,MX
whitewatertownshipmi.gov,whitewatertownshipmi-gov.mail.protection.outlook.com.,0,IN,MX
whitewater-wi.gov,whitewater-wi-gov.p30.spamhero.net.,30,IN,MX
whitewater-wi.gov,whitewater-wi-gov.p40.spamhero.net.,40,IN,MX
whitewater-wi.gov,whitewater-wi-gov.p10.spamhero.com.,10,IN,MX
whitewater-wi.gov,whitewater-wi-gov.p20.spamhero.net.,20,IN,MX
whitman-ma.gov,whitmanma-gov01i.mail.protection.outlook.com.,0,IN,MX
whittieralaska.gov,whittieralaska-gov.mail.protection.outlook.com.,0,IN,MX
wichitafallstx.gov,ASPMX2.GOOGLEMAIL.COM.,10,IN,MX
wichitafallstx.gov,viking1.wichitafallstx.gov.,999,IN,MX
wichitafallstx.gov,ALT2.ASPMX.L.GOOGLE.COM.,5,IN,MX
wichitafallstx.gov,plsmtp1.hushmail.COM.,15,IN,MX
wichitafallstx.gov,plsmtp2.hushmail.com.wichitafallstx.gov.,15,IN,MX
wichitafallstx.gov,ASPMX.L.GOOGLE.COM.,1,IN,MX
wichitafallstx.gov,ALT1.ASPMX.L.GOOGLE.COM.,5,IN,MX
wichitafallstx.gov,ASPMX3.GOOGLEMAIL.COM.,10,IN,MX
wichita.gov,wichita-gov.mail.protection.outlook.com.,0,IN,MX
wickenburgaz.gov,wickenburgaz-gov.mail.protection.outlook.com.,5,IN,MX
wiederkehrvillagear.gov,_dc-mx.8e7df919b19b.wiederkehrvillagear.gov.,0,IN,MX
wilbraham-ma.gov,proxy.wilbraham-ma.gov.,10,IN,MX
wilbraham-ma.gov,mail2.wilbraham-ma.gov.,20,IN,MX
wilderky.gov,aspmx2.googlemail.com.,40,IN,MX
wilderky.gov,alt1.aspmx.l.google.com.,20,IN,MX
wilderky.gov,aspmx3.googlemail.com.,50,IN,MX
wilderky.gov,alt2.aspmx.l.google.com.,30,IN,MX
wilderky.gov,aspmx.l.google.com.,10,IN,MX
wildwood-fl.gov,mxb-0089f101.gslb.pphosted.com.,10,IN,MX
wildwood-fl.gov,mxa-0089f101.gslb.pphosted.com.,10,IN,MX
wildwoodpolice-fl.gov,mx20.mailspamprotection.com.,20,IN,MX
wildwoodpolice-fl.gov,mx30.mailspamprotection.com.,30,IN,MX
wildwoodpolice-fl.gov,mx10.mailspamprotection.com.,10,IN,MX
wilkes-barretownship.gov,mail.wilkes-barretownship.gov.,0,IN,MX
wilkes-barretownship.gov,wilkes-barretownship.gov.,10,IN,MX
wilkinsburgpa.gov,wilkinsburgpa-gov.mail.protection.outlook.com.,0,IN,MX
willardohio.gov,willardohio-gov.mail.protection.outlook.com.,0,IN,MX
willardwi.gov,willardwi.gov.,0,IN,MX
williamsaz.gov,williamsaz-gov.mail.protection.outlook.com.,0,IN,MX
williamsburgiowa.gov,_dc-mx.e7dc4c000635.williamsburgiowa.gov.,0,IN,MX
williamsburgva.gov,williamsburgva-gov.mail.protection.outlook.com.,0,IN,MX
williamsportmd.gov,mx.williamsportmd.gov.,30,IN,MX
williamstonmipd.gov,mx2.mtaroutes.com.,20,IN,MX
williamstonmipd.gov,mx3.mtaroutes.com.,30,IN,MX
williamstonmipd.gov,mx4.mtaroutes.com.,40,IN,MX
williamstonmipd.gov,mx1.mtaroutes.com.,10,IN,MX
williamstownma.gov,williamstownma-gov.mx1.arsmtp.com.,10,IN,MX
williamstownma.gov,williamstownma-gov.mx2.arsmtp.com.,20,IN,MX
williamstownmi.gov,alt3.aspmx.l.google.com.,10,IN,MX
williamstownmi.gov,alt4.aspmx.l.google.com.,10,IN,MX
williamstownmi.gov,alt1.aspmx.l.google.com.,5,IN,MX
williamstownmi.gov,alt2.aspmx.l.google.com.,5,IN,MX
williamstownmi.gov,aspmx.l.google.com.,1,IN,MX
willingboronj.gov,willingboronj-gov.mail.protection.outlook.com.,0,IN,MX
willingtonct.gov,willingtonct-gov.mail.protection.outlook.com.,1,IN,MX
willistonpdvt.gov,us-smtp-inbound-1.mimecast.com.,0,IN,MX
willistonpdvt.gov,us-smtp-inbound-2.mimecast.com.,0,IN,MX
willmarmn.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
willmarmn.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
willoughbyhills-oh.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
willoughbyhills-oh.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
willoughbyhillsohio.gov,mx-02-us-west-2.prod.hydra.sophos.com.,20,IN,MX
willoughbyhillsohio.gov,mx-01-us-west-2.prod.hydra.sophos.com.,10,IN,MX
willowsprings-il.gov,willowspringsil-gov03c.mail.protection.outlook.com.,0,IN,MX
willspointtx.gov,willspointtx.gov.1.0001.arsmtp.com.,10,IN,MX
willspointtx.gov,willspointtx.gov.2.0001.arsmtp.com.,20,IN,MX
wilmette.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
wilmette.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
wilmingtonde.gov,mxb-00342a01.gslb.pphosted.com.,10,IN,MX
wilmingtonde.gov,mxa-00342a01.gslb.pphosted.com.,10,IN,MX
wilmington-il.gov,aspmx3.googlemail.com.,10,IN,MX
wilmington-il.gov,alt1.aspmx.l.google.com.,5,IN,MX
wilmington-il.gov,aspmx2.googlemail.com.,10,IN,MX
wilmington-il.gov,alt2.aspmx.l.google.com.,5,IN,MX
wilmington-il.gov,aspmx.l.google.com.,1,IN,MX
wilmingtonma.gov,d257456b.ess.barracudanetworks.com.,20,IN,MX
wilmingtonma.gov,d257456a.ess.barracudanetworks.com.,10,IN,MX
wilmington-nc.gov,wilmingtonnc-gov.mail.protection.outlook.com.,1,IN,MX
wilmingtonnc.gov,wilmingtonnc-gov.mail.protection.outlook.com.,1,IN,MX
wilson-lincoln-wi.gov,mx2.emailsrvr.com.,20,IN,MX
wilson-lincoln-wi.gov,mx1.emailsrvr.com.,10,IN,MX
wilsonvilleoregon.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
wilsonvilleoregon.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
wiltoniowa.gov,wiltoniowa-gov.mail.protection.outlook.com.,0,IN,MX
wiltonmanors.gov,d303270b.ess.barracudanetworks.com.,15,IN,MX
wiltonmanors.gov,d303270a.ess.barracudanetworks.com.,10,IN,MX
wiltonnh.gov,mx-01-us-west-2.prod.hydra.sophos.com.,10,IN,MX
wiltonnh.gov,mx-02-us-west-2.prod.hydra.sophos.com.,20,IN,MX
winchendon-ma.gov,townofwinchendon.com.mx4.rcimx.com.,40,IN,MX
winchendon-ma.gov,townofwinchendon.com.mx1.rcimx.com.,10,IN,MX
winchendon-ma.gov,townofwinchendon.com.mx2.rcimx.com.,20,IN,MX
winchendon-ma.gov,townofwinchendon.com.mx3.rcimx.com.,30,IN,MX
winchester-in.gov,d189586b.ess.barracudanetworks.com.,5,IN,MX
winchester-nh.gov,mailcenter.whatifnet.com.,10,IN,MX
winchester-nh.gov,mailcenter1.whatifnet.com.,10,IN,MX
winchesterva.gov,d306015b.ess.barracudanetworks.com.,10,IN,MX
winchesterva.gov,d306015a.ess.barracudanetworks.com.,10,IN,MX
windcrest-tx.gov,d254936b.ess.barracudanetworks.com.,20,IN,MX
windcrest-tx.gov,d254936a.ess.barracudanetworks.com.,10,IN,MX
windgap-pa.gov,windgappa-gov01i.mail.protection.outlook.com.,10,IN,MX
windhamct.gov,windhamct-gov.mail.protection.outlook.com.,0,IN,MX
windhamnh.gov,windhamnh-gov.mail.protection.outlook.com.,0,IN,MX
windhamnh.gov,mx1-us1.ppe-hosted.com.,90,IN,MX
windhamvillageoh.gov,windhamvillageoh-gov.mail.protection.outlook.com.,0,IN,MX
windsornc.gov,windsornc-gov.mail.protection.outlook.com.,0,IN,MX
windsor-va.gov,windsorva-gov01i.mail.protection.outlook.com.,0,IN,MX
windsorwi.gov,windsorwi-gov.inbound.emailservice.cc.,20,IN,MX
windsorwi.gov,windsorwi-gov.inbound.emailservice.co.,30,IN,MX
windsorwi.gov,windsorwi-gov.inbound.emailservice.io.,10,IN,MX
winfieldtownshipmi.gov,winfieldtownshipmi.gov.,0,IN,MX
winkelmanaz.gov,winkelmanaz.gov.,0,IN,MX
winneconnewi.gov,winneconnewi-gov.mail.protection.outlook.com.,0,IN,MX
winonamn.gov,hbci-mx.email-protect.gosecure.net.,10,IN,MX
winonatx.gov,winonatx-gov.mail.protection.outlook.com.,10,IN,MX
winooskivt.gov,mx2-us1.ppe-hosted.com.,1,IN,MX
winooskivt.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
winslowaz.gov,d90136b.ess.barracudanetworks.com.,10,IN,MX
winslowaz.gov,d90136a.ess.barracudanetworks.com.,5,IN,MX
winslow-me.gov,winslowme-gov01i.mail.protection.outlook.com.,0,IN,MX
wintergarden-fl.gov,d305828b.ess.barracudanetworks.com.,10,IN,MX
wintergarden-fl.gov,d305828a.ess.barracudanetworks.com.,5,IN,MX
winterportmaine.gov,winterportmaine-gov.mail.protection.outlook.com.,0,IN,MX
winterset.gov,mx1-us2.ppe-hosted.com.,0,IN,MX
winterset.gov,mx2-us2.ppe-hosted.com.,10,IN,MX
woburnma.gov,woburnma-gov.mail.protection.outlook.com.,10,IN,MX
wonewocwi.gov,wonewocwi-gov.mail.protection.outlook.com.,0,IN,MX
woodburn-or.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
woodburn-or.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
woodburymn.gov,woodburymn-gov.mail.protection.outlook.com.,10,IN,MX
woodcreektx.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
woodcreektx.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
woodfin-nc.gov,woodfinnc-gov01i.mail.protection.outlook.com.,0,IN,MX
woodhavenmi.gov,woodhavenmi-gov.mail.protection.outlook.com.,0,IN,MX
woodheights-mo.gov,mail.woodheights-mo.gov.,0,IN,MX
woodlandhills-ut.gov,woodlandhillsut-gov03c.mail.protection.outlook.com.,10,IN,MX
woodlawnky.gov,woodlawnky-gov.mail.protection.outlook.com.,10,IN,MX
woodridgeil.gov,woodridgeil-gov.mail.protection.outlook.com.,0,IN,MX
woodsideca.gov,woodsideca-gov.mail.protection.outlook.com.,0,IN,MX
woodstockct.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
woodstockct.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
woodstockga.gov,us-smtp-inbound-1.mimecast.com.,10,IN,MX
woodstockga.gov,us-smtp-inbound-2.mimecast.com.,10,IN,MX
woodstockil.gov,woodstockil.gov.mx3.fusemail.net.,30,IN,MX
woodstockil.gov,woodstockil-gov.mx1-us.mailanyone.net.,40,IN,MX
woodstockil.gov,woodstockil.gov.mx1.fusemail.net.,10,IN,MX
woodstockil.gov,woodstockil.gov.mx2.fusemail.net.,20,IN,MX
woodstocknh.gov,woodstocknh-gov.mail.protection.outlook.com.,0,IN,MX
woodstockva.gov,woodstockva-gov.mail.protection.outlook.com.,0,IN,MX
woodvillageor.gov,woodvillageor-gov.mail.protection.outlook.com.,0,IN,MX
woodvillems.gov,woodvillems-gov.mail.protection.outlook.com.,0,IN,MX
woodvillemspolice.gov,woodvillemspolice-gov.mail.protection.outlook.com.,0,IN,MX
woodville-tx.gov,mx1.doteasy.com.,10,IN,MX
woodville-tx.gov,mx3.doteasy.com.,30,IN,MX
woodville-tx.gov,dpmailbu.doteasy.com.,35,IN,MX
woodville-tx.gov,mx2.doteasy.com.,20,IN,MX
woodwaytexas.gov,woodwaytexas-gov.mail.protection.outlook.com.,0,IN,MX
worcesterma.gov,mx0b-0021c301.pphosted.com.,0,IN,MX
worcesterma.gov,mx0a-0021c301.pphosted.com.,0,IN,MX
worthtownshipmi.gov,worthtownshipmi.gov.,0,IN,MX
wrentham.gov,mx-02-us-west-2.prod.hydra.sophos.com.,20,IN,MX
wrentham.gov,mx-01-us-west-2.prod.hydra.sophos.com.,10,IN,MX
wrga.gov,wrga-gov.mail.protection.outlook.com.,1,IN,MX
wrighttownshipottawami.gov,wrighttownshipottawami.gov.,0,IN,MX
wrighttownshippa.gov,d286663b.ess.barracudanetworks.com.,1,IN,MX
wrighttownshippa.gov,d286663a.ess.barracudanetworks.com.,0,IN,MX
wspmn.gov,mailf1.wspmn.gov.,40,IN,MX
wspmn.gov,wspmn-gov.mail.protection.outlook.com.,60,IN,MX
wspmn.gov,mailf2.wspmn.gov.,30,IN,MX
wvc-ut.gov,wvcut-gov0i.mail.protection.outlook.com.,100,IN,MX
wvc-ut.gov,mxa-0035cc01.gslb.pphosted.com.,0,IN,MX
wyandottemi.gov,wyandottemi-gov.mail.protection.outlook.com.,0,IN,MX
wyckoffnj.gov,wyckoffnj-gov.mail.protection.outlook.com.,0,IN,MX
wyomingmi.gov,ussf50.upstreamsecurity.net.,10,IN,MX
wyomingmi.gov,ussf51.upstreamsecurity.net.,10,IN,MX
wyomingohio.gov,wyomingohio-gov.mail.protection.outlook.com.,0,IN,MX
yakimawa.gov,yakimawa-gov.mail.protection.outlook.com.,100,IN,MX
yanceyvillenc.gov,yanceyvillenc-gov.mail.protection.outlook.com.,0,IN,MX
yarrowpointwa.gov,yarrowpointwa-gov.mail.protection.outlook.com.,0,IN,MX
yatescenter.gov,etedubynnpibr7s35orzo5rnwrexxa7ojphfwivgrwk3gbroqzsq.mx-verification.google.com.,15,IN,MX
yatescenter.gov,smtp.google.com.,1,IN,MX
yelmwa.gov,yelmwa.in.tmes.trendmicro.com.,10,IN,MX
yonkersny.gov,gatekeeper.yonkersny.gov.,10,IN,MX
yonkersny.gov,d296850b.ess.barracudanetworks.com.,20,IN,MX
yonkersny.gov,d296850a.ess.barracudanetworks.com.,15,IN,MX
yorbalindaca.gov,mx2-us2.ppe-hosted.com.,20,IN,MX
yorbalindaca.gov,mx1-us2.ppe-hosted.com.,10,IN,MX
yorksc.gov,yorksc-gov.mail.protection.outlook.com.,10,IN,MX
yorktowntx.gov,yorktowntx.gov.,0,IN,MX
youngstownohio.gov,YoungstownOhio-gov.mail.protection.outlook.com.,0,IN,MX
youngsvillela.gov,youngsvillela-gov.mail.protection.outlook.com.,0,IN,MX
youngsvillenc.gov,youngsvillenc-gov.mail.protection.outlook.com.,0,IN,MX
ypsitownship.gov,ypsitownship-gov.mail.protection.outlook.com.,0,IN,MX
yucaipa.gov,d311922a.ess.barracudanetworks.com.,0,IN,MX
yucaipa.gov,d311922b.ess.barracudanetworks.com.,10,IN,MX
yukonok.gov,d195163a.ess.barracudanetworks.com.,5,IN,MX
yukonok.gov,d195163b.ess.barracudanetworks.com.,10,IN,MX
zilwaukeemichigan.gov,zilwaukeemichigan.gov.,0,IN,MX
zionsville-in.gov,d202223a.ess.barracudanetworks.com.,10,IN,MX
zionsville-in.gov,d202223b.ess.barracudanetworks.com.,20,IN,MX
anacorteswa.gov,d317506b.ess.barracudanetworks.com.,20,IN,MX
anacorteswa.gov,d317506a.ess.barracudanetworks.com.,10,IN,MX
berlinmd.gov,berlinmd-gov.mail.protection.outlook.com.,10,IN,MX
bisbeeaz.gov,bisbeeaz-gov.mail.protection.outlook.com.,0,IN,MX
cedarhillsutah.gov,cedarhillsutah-gov.mail.protection.outlook.com.,0,IN,MX
childresstexas.gov,childresstexas-gov.mail.protection.outlook.com.,10,IN,MX
dublinohiousa.gov,mx1.emailsrvr.com.,10,IN,MX
dublinohiousa.gov,mx2.emailsrvr.com.,20,IN,MX
lewisborony.gov,lewisborony-gov.mail.protection.outlook.com.,10,IN,MX
logantownship-pa.gov,d316839a.ess.barracudanetworks.com.,10,IN,MX
logantownship-pa.gov,d316839b.ess.barracudanetworks.com.,20,IN,MX
logantownship-pa.gov,logantownshippa-gov03c.mail.protection.outlook.com.,99,IN,MX
memphistn.gov,memphistn-gov.mail.protection.outlook.com.,10,IN,MX
nampapolice.gov,cityofnampa-us.mail.protection.outlook.com.,0,IN,MX
pinecitymn.gov,pinecitymn-gov.mail.protection.outlook.com.,0,IN,MX
sidneymi.gov,sidneymi.gov.,0,IN,MX
uticaohio.gov,mail.uticaohio.gov.,0,IN,MX
voslwi.gov,voslwi-gov.mail.protection.outlook.com.,0,IN,MX
wenatcheewa.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
wenatcheewa.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
westonlakestexas.gov,westonlakestexas-gov.mail.protection.outlook.com.,0,IN,MX
wylietexas.gov,aspmx3.googlemail.com.,10,IN,MX
wylietexas.gov,alt1.aspmx.l.google.com.,5,IN,MX
wylietexas.gov,alt2.aspmx.l.google.com.,5,IN,MX
wylietexas.gov,aspmx.l.google.com.,1,IN,MX
wylietexas.gov,aspmx2.googlemail.com.,10,IN,MX
yellowsprings.gov,yso-com.p30.mxthunder.net.,30,IN,MX
yellowsprings.gov,yso-com.p40.mxthunder.net.,40,IN,MX
yellowsprings.gov,yso-com.p10.mxthunder.com.,10,IN,MX
yellowsprings.gov,yso-com.p20.mxthunder.net.,20,IN,MX
abbevillecountysc.gov,mx01.abbevillecountysc.gov.,10,IN,MX
adamscountyco.gov,adamscountyco-gov.mail.protection.outlook.com.,0,IN,MX
adamscountyemsoh.gov,adamscountyemsoh.gov.,0,IN,MX
adamscountyil.gov,d313368b.ess.barracudanetworks.com.,20,IN,MX
adamscountyil.gov,d313368a.ess.barracudanetworks.com.,10,IN,MX
adamscountyms.gov,mx2.zoho.com.,20,IN,MX
adamscountyms.gov,mx.zoho.com.,10,IN,MX
adamscountyms.gov,mx3.zoho.com.,50,IN,MX
adamscountyne.gov,cloud15.spamtitan.com.,0,IN,MX
adamscountyne.gov,adamscountyne-gov.mail.protection.outlook.com.,10,IN,MX
adamscountyne.gov,cloud16.spamtitan.com.,0,IN,MX
adamscountyoh.gov,adamscountyoh-gov.mail.protection.outlook.com.,10,IN,MX
adamscountypa.gov,mx2.hc5110-98.iphmx.com.,9,IN,MX
adamscountypa.gov,mx1.hc5110-98.iphmx.com.,8,IN,MX
aikencountysc.gov,d215592b.ess.barracudanetworks.com.,10,IN,MX
aikencountysc.gov,d215592a.ess.barracudanetworks.com.,5,IN,MX
aitkincountymn.gov,aitkincountymn-gov.mail.protection.outlook.com.,0,IN,MX
alachuacounty.gov,mxa-00231901.gslb.pphosted.com.,5,IN,MX
alachuacounty.gov,mxb-00231901.gslb.pphosted.com.,5,IN,MX
alamancecountync.gov,usb-smtp-inbound-1.mimecast.com.,10,IN,MX
alamancecountync.gov,usb-smtp-inbound-2.mimecast.com.,10,IN,MX
albanycountyny.gov,d136890b.ess.barracudanetworks.com.,10,IN,MX
albanycountyny.gov,d136890a.ess.barracudanetworks.com.,0,IN,MX
albanycountywy.gov,d310376a.ess.barracudanetworks.com.,10,IN,MX
albanycountywy.gov,d310376b.ess.barracudanetworks.com.,20,IN,MX
alcorncountyms.gov,alcorncountyms-gov.mail.protection.outlook.com.,0,IN,MX
alexandercounty-nc.gov,www.alexandercounty-nc.gov.,10,IN,MX
alexandercountync.gov,mx2.hc5715-1.iphmx.com.,10,IN,MX
alexandercountync.gov,mx1.hc5715-1.iphmx.com.,10,IN,MX
algercounty.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
algercounty.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
alleganyco.gov,mail.alleganyco.gov.,0,IN,MX
alleghanycounty-nc.gov,alleghanycountync-gov03i.mail.protection.outlook.com.,0,IN,MX
allendalecounty.gov,allendalecounty-gov.mail.protection.outlook.com.,0,IN,MX
alpinecountyca.gov,mx1-us1.ppe-hosted.com.,10,IN,MX
alpinecountyca.gov,mx2-us1.ppe-hosted.com.,20,IN,MX
amitecountyms.gov,mx-02.eapps.com.,20,IN,MX
amitecountyms.gov,mx-01.eapps.com.,10,IN,MX
andersoncountytn.gov,andersoncountytn-gov.mail.protection.outlook.com.,0,IN,MX
andersontownshipoh.gov,andersontownshipoh-gov.mail.protection.outlook.com.,0,IN,MX
andrewcountymo.gov,andrewcountymo-gov.mail.protection.outlook.com.,0,IN,MX
androscoggincountyema.gov,mail.androscoggincountyema.gov.,0,IN,MX
androscoggincountymaine.gov,androscoggincountymaine-gov.mail.protection.outlook.com.,0,IN,MX
anokacountymn.gov,cust17072-1.in.mailcontrol.com.,10,IN,MX
ansoncountync.gov,ansoncountync-gov.mail.protection.outlook.com.,0,IN,MX
apachecountyaz.gov,apachecountyaz-gov.mail.protection.outlook.com.,0,IN,MX
appomattoxcountyva.gov,appomattoxcountyva-gov.mail.protection.outlook.com.,10,IN,MX
aransascountytx.gov,omail.aransascounty.org.,10,IN,MX
aransascountytx.gov,mail.aransascounty.org.,0,IN,MX
arapahoeco.gov,arapahoeco-gov.mail.protection.outlook.com.,0,IN,MX
arenaccountymi.gov,gw3058.fortimail.com.,5,IN,MX
arlingtoncountyva.gov,arlingtoncountyva-gov.mail.protection.outlook.com.,0,IN,MX
arlingtonva.gov,arlingtonva-gov.mail.protection.outlook.com.,0,IN,MX
ascensionparishla.gov,d284414a.ess.barracudanetworks.com.,101,IN,MX
ascensionparishla.gov,ascensionparishla-gov.mail.protection.outlook.com.,4,IN,MX
ascensionparishla.gov,d284414b.ess.barracudanetworks.com.,100,IN,MX
ashlandcountywi.gov,d296494a.ess.barracudanetworks.com.,10,IN,MX
ashlandcountywi.gov,d296494b.ess.barracudanetworks.com.,11,IN,MX
ashtabulacountyprosecutoroh.gov,ashtabulacountyprosecutoroh.gov.,0,IN,MX
assumptionla.gov,assumptionla-gov.mail.protection.outlook.com.,0,IN,MX
assumptionoep-la.gov,assumptionoepla-gov03c.mail.protection.outlook.com.,0,IN,MX
atlanticcountynj.gov,route2.mx.cloudflare.net.,33,IN,MX
atlanticcountynj.gov,route3.mx.cloudflare.net.,2,IN,MX
atlanticcountynj.gov,route1.mx.cloudflare.net.,31,IN,MX
auduboncountyia.gov,auduboncountyIa-gov.mail.protection.outlook.com.,0,IN,MX
auglaizecounty-ohio.gov,mail.auglaizecounty-ohio.gov.,0,IN,MX
augustacounty-va.gov,www.augustacounty-va.gov.,0,IN,MX
augustacountyva.gov,www.augustacountyva.gov.,0,IN,MX
averycountync.gov,averycountync-gov.mail.protection.outlook.com.,0,IN,MX
avss-nd.gov,avss-nd.gov.2.0001.arsmtp.com.,10,IN,MX
avss-nd.gov,avss-nd.gov.1.0001.arsmtp.com.,10,IN,MX
bacacountyco.gov,mx2.emailsrvr.com.,20,IN,MX
bacacountyco.gov,mx1.emailsrvr.com.,10,IN,MX
bakercountyor.gov,d307319a.ess.barracudanetworks.com.,10,IN,MX
bakercountyor.gov,d307319b.ess.barracudanetworks.com.,20,IN,MX
bakercountyor.gov,bakercountyor-gov.mail.protection.outlook.com.,0,IN,MX
baldwincountyal.gov,baldwincountyal-gov.mail.protection.outlook.com.,10,IN,MX
baltimorecountymd.gov,mail1.baltimorecountymd.gov.,10,IN,MX
baltimorecountymd.gov,mail2.baltimorecountymd.gov.,10,IN,MX
baltimorecountymd.gov,mail3.baltimorecountymd.gov.,30,IN,MX
bambergcountysc.gov,bambergcounty.in.tmes.trendmicro.com.,0,IN,MX
bannercountyne.gov,mx2-us1.ppe-hosted.com.,5,IN,MX
bannercountyne.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
bannockcounty.gov,bannockcounty-gov.mail.protection.outlook.com.,0,IN,MX
barbourcountyal.gov,mx3c45.carrierzone.com.,110,IN,MX
barbourcountyal.gov,mx4c45.carrierzone.com.,120,IN,MX
barbourcountyal.gov,mx1c45.carrierzone.com.,10,IN,MX
barbourcountyal.gov,mx2c45.carrierzone.com.,100,IN,MX
barbourcountyhdwv.gov,d305853b.ess.barracudanetworks.com.,20,IN,MX
barbourcountyhdwv.gov,d305853a.ess.barracudanetworks.com.,10,IN,MX
barnstablecounty-ma.gov,barnstablecountyma-gov04b.mail.protection.outlook.com.,0,IN,MX
barnwellcountysc.gov,mx1.emailsrvr.com.,10,IN,MX
barnwellcountysc.gov,mx2.emailsrvr.com.,20,IN,MX
barrencountyky.gov,mx1-us1.ppe-hosted.com.,0,IN,MX
barrencountyky.gov,mx2-us1.ppe-hosted.com.,10,IN,MX
barroncountywi.gov,d278577a.ess.barracudanetworks.com.,10,IN,MX
barroncountywi.gov,d278577b.ess.barracudanetworks.com.,20,IN,MX
bartowcountyga.gov,d241563a.ess.barracudanetworks.com.,5,IN,MX
bartowcountyga.gov,d241563b.ess.barracudanetworks.com.,10,IN,MX
batescountymo.gov,batescountymo-gov.mail.protection.outlook.com.,0,IN,MX
bathcountyva.gov,bathcountyva-gov.mail.protection.outlook.com.,10,IN,MX
baxtercountyar.gov,mx2.zoho.com.,20,IN,MX
baxtercountyar.gov,mx3.zoho.com.,50,IN,MX
baxtercountyar.gov,mx.zoho.com.,10,IN,MX
baycountyfl.gov,mxb-001a6501.gslb.pphosted.com.,10,IN,MX
baycountyfl.gov,mxa-001a6501.gslb.pphosted.com.,10,IN,MX
baycountyfltax.gov,baycountyfltax-gov.mail.protection.outlook.com.,0,IN,MX
bayvotesfl.gov,mx1.mailhop.co.,30,IN,MX
bayvotesfl.gov,mx1.mailhop.co.uk.,40,IN,MX
bayvotesfl.gov,a133037.mx.mailhop.org.,10,IN,MX
bayvotesfl.gov,mx1.mailhop.us.,20,IN,MX
bcohio.gov,bcohio-gov.mail.protection.outlook.com.,20,IN,MX
bcohio.gov,gw6162.fortimail.com.,1,IN,MX
beaufortcountync.gov,d267585a.ess.barracudanetworks.com.,0,IN,MX
beaufortcountync.gov,d267585b.ess.barracudanetworks.com.,0,IN,MX
beaufortcountysc.gov,mxb-006a5b01.gslb.pphosted.com.,10,IN,MX
beaufortcountysc.gov,mxa-006a5b01.gslb.pphosted.com.,10,IN,MX
beavercountypa.gov,d240909a.ess.barracudanetworks.com.,0,IN,MX
beaverheadcountymt.gov,beaverheadcountymt-gov.mail.protection.outlook.com.,0,IN,MX
bedfordcountytn.gov,mail.bedfordcountytn.gov.,0,IN,MX
bedfordcountyva.gov,d267740b.ess.barracudanetworks.com.,5,IN,MX
bedfordcountyva.gov,d267740a.ess.barracudanetworks.com.,1,IN,MX
belknapcounty.gov,belknapcounty-gov.mail.protection.outlook.com.,0,IN,MX
